Key,ACADEMIC_PERIOD,CAMPUS,COURSE_IDENTIFICATION,COURSE_SECTION_NUMBER,COURSE_REFERENCE_NUMBER,COURSE_TITLE_SHORT,CREDITS_EARNED,CREDITS_FOR_GPA,FINAL_GRADE,REPEAT_COURSE_IND,REGISTRATION_STATUS,REGISTRATION_STATUS_DESC,GRADABLE_IND,Most_Recent_Prior_Term,Most_Recent_Prior_Term_GPA
318132,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,0,P,,DD,Drop/Delete,Y,201910,3.05540541
410887,202020,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,C-,,RW,**Web Registered**,Y,202010,2.92571429
637468,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,202010,2.37931035
661506,202110,PWL,PHYS22000,062,25722,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,4
698992,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,A,,RW,**Web Registered**,Y,201930,3.04381443
214163,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.90289855
227761,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,B-,,RW,**Web Registered**,Y,201910,2.96666667
230248,202010,PWL,PHYS22000,050,10333,Gen Physics,0,4,F,,RW,**Web Registered**,Y,201930,2.72391304
243038,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201930,2.44482759
243551,202110,PWL,PHYS17200,100,26931,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,3.21232877
347411,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,3.1
350499,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.21052632
354517,202020,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,202010,3.43333333
358133,201920,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,C+,,RW,**Web Registered**,Y,201910,3.28
373024,202010,PWL,PHYS17200,001,20928,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201530,3.18111888
378935,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,A-,,RW,**Web Registered**,Y,202010,3.16060606
396532,202010,PWL,PHYS22000,002,27016,Gen Physics,0,0,P,E,RW,**Web Registered**,Y,201930,3.53125
396532,202010,PWL,PHYS22000,002,27016,Gen Physics,0,0,P,E,RW,**Web Registered**,Y,201930,3.59206349
412613,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,A,,RW,**Web Registered**,Y,201910,3.47972973
478539,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B-,,RW,**Web Registered**,Y,201930,3.39545455
487179,202110,PWL,PHYS17200,101,37254,Modern Mechanics,0,0,,,RW,**Web Registered**,Y,202020,3.432
500929,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,D+,,RW,**Web Registered**,Y,201930,2.51016949
502815,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,3.31276596
505539,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,B,,RW,**Web Registered**,Y,202010,2.46428571
513615,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,A-,,RW,**Web Registered**,Y,201910,2.77333333
514071,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,B+,,RE,**Registered**,Y,202010,3.95
514081,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201930,2.27777778
516582,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.98309859
516630,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,2.38461539
516646,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,0,P,,RE,**Registered**,Y,202010,3.25882353
516702,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,4
516758,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,A,,RE,**Registered**,Y,201930,0
516765,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.67727273
516861,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.88360656
516896,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.85
520017,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,202010,3.88888889
520040,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,3.175
527164,202020,PWL,PHYS22000,002,25708,Gen Physics,4,4,A,,RW,**Web Registered**,Y,202010,3.805
533865,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,D+,,RW,**Web Registered**,Y,201930,2.31298701
539344,202020,PWL,PHYS17200,017,25598,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,202010,2.222
541641,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,202010,3.14615385
542090,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,C+,I,RW,**Web Registered**,Y,201910,1.605
542117,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,A-,I,RE,**Registered**,Y,201930,0
554861,201920,PWL,PHYS17200,002,15038,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,201910,2.56086957
554861,201920,PWL,PHYS22000,001,25707,Gen Physics,0,0,F,E,RW,**Web Registered**,Y,201910,2.56086957
554861,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B,I,RW,**Web Registered**,Y,201930,2.05757576
557287,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RE,**Registered**,Y,,
568105,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,I,RW,**Web Registered**,Y,201630,2.9824
571343,202010,PWL,PHYS17200,H01,26979,Modern Mechanics-Honors,4,4,A,,RW,**Web Registered**,Y,201420,0.92307692
604394,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,202010,3.2394958
666410,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,B,I,RW,**Web Registered**,Y,201930,1.88510638
672210,202010,PWL,PHYS17200,092,21307,Modern Mechanics,4,4,C,,RW,**Web Registered**,Y,201930,2.87741936
676850,201920,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,A+,I,RW,**Web Registered**,Y,201910,3.79157895
686658,202020,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,3.93181818
687538,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,201920,2.53095238
688514,201920,PWL,PHYS22000,003,11270,Gen Physics,0,4,F,I,RW,**Web Registered**,Y,201910,2.32282609
691756,201920,PWL,PHYS22000,001,25707,Gen Physics,0,0,W,,W,Withdrawn-W,Y,201910,2.41770833
692812,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,0,P,,DD,Drop/Delete,Y,201930,0
693201,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,3.17029703
698820,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,3.67913044
701300,202110,PWL,PHYS17200,153,25720,Modern Mechanics,0,0,,,RE,**Registered**,Y,202020,2.42
703316,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201930,2.41343284
704213,202020,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,202010,3.17460318
706183,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B,I,RW,**Web Registered**,Y,201910,3.10857143
711953,202010,PWL,PHYS22000,050,10333,Gen Physics,0,0,W,,W,Withdrawn-W,Y,201930,2.55614035
715766,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,D+,I,RW,**Web Registered**,Y,201930,2.66730769
718419,202020,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,A,I,RW,**Web Registered**,Y,202010,2.45846154
719637,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201910,3.16336634
721821,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B+,I,RW,**Web Registered**,Y,201930,2.61264368
723883,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,D,,RW,**Web Registered**,Y,201910,2.61486487
728060,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,A-,,RW,**Web Registered**,Y,201910,3.54953271
735369,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201910,2.53243243
742799,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201620,1.13181818
745404,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,C,,RW,**Web Registered**,Y,202010,2.37037037
749707,202020,PWL,PHYS22000,003,11270,Gen Physics,4,0,P,,RE,**Registered**,Y,202010,3.10454546
751063,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.96896552
760036,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,D+,,RW,**Web Registered**,Y,201920,1.33333333
764605,202110,PWL,PHYS22000,062,25722,Gen Physics,0,0,,,RE,**Registered**,Y,202020,2.56633663
767736,202020,PWL,PHYS17200,014,25601,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,202010,2.4606383
767736,202020,PWL,PHYS22000,002,25708,Gen Physics,4,4,D+,,RE,**Registered**,Y,202010,2.4606383
768022,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.91818182
769906,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.71826923
770427,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,A+,,RW,**Web Registered**,Y,201930,3.92441861
771550,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,2.89506173
772768,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201910,3.19157895
773136,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201910,3.52692308
773255,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,B-,,RW,**Web Registered**,Y,201910,3.19516129
773368,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,A+,,RW,**Web Registered**,Y,202010,3.91089109
773466,202010,PWL,PHYS17200,101,37254,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,201930,3.0125
774203,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,3.12058824
774399,201920,PWL,PHYS22000,003,11270,Gen Physics,0,0,W,,W,Withdrawn-W,Y,201910,3.11458333
774417,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,3.69054054
774620,202020,PWL,PHYS22000,002,25708,Gen Physics,4,4,C,,RW,**Web Registered**,Y,202010,2.35925926
775426,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,2.97228916
776523,202010,PWL,PHYS22000,003,27017,Gen Physics,0,4,F,I,RW,**Web Registered**,Y,201930,2.05981308
776713,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C-,I,RW,**Web Registered**,Y,201930,2.94329897
776762,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201910,2.47160494
778282,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201910,3.10510204
778675,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,3.14255319
779873,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,2.93020833
779918,201920,PWL,PHYS17200,015,25602,Modern Mechanics,0,0,,,DC,Drop Course,Y,201910,2.86746988
779934,201920,PWL,PHYS17200,002,15038,Modern Mechanics,0,4,F,I,RW,**Web Registered**,Y,201910,2.00666667
779934,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,2.00630631
780174,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,3.65428571
781008,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C,I,RW,**Web Registered**,Y,201930,2.35585586
781098,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.66
781154,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,3.13157895
781214,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,D-,I,RW,**Web Registered**,Y,201910,2.324
781595,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,3.05730337
781901,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,D+,,RW,**Web Registered**,Y,201930,3.76190476
782446,202020,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,A+,I,RW,**Web Registered**,Y,202010,3.67706422
782451,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,B-,I,RW,**Web Registered**,Y,201910,3.20571429
783119,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201930,3.5787234
783782,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,D,,RW,**Web Registered**,Y,201930,2.88828829
785949,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201930,2.7825
785956,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,A-,,RW,**Web Registered**,Y,201910,3.53636364
786141,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,B-,I,RW,**Web Registered**,Y,202010,2.26
786448,201920,PWL,PHYS22000,001,25707,Gen Physics,0,4,F,,RW,**Web Registered**,Y,201910,2.2
789156,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201930,2.26595745
789305,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,B-,,RW,**Web Registered**,Y,201930,2.74876033
790782,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201930,3.29642857
790951,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,3.68421053
792981,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C-,I,RW,**Web Registered**,Y,201910,2.55217391
793972,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201910,3.09903846
795185,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,B-,,RW,**Web Registered**,Y,201910,2.84651163
795314,201920,PWL,PHYS22000,001,25707,Gen Physics,0,0,,,DC,Drop Course,Y,201910,2.95585586
795868,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.892
796886,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,D-,I,RW,**Web Registered**,Y,201910,2.01267606
797826,202020,PWL,PHYS22000,002,25708,Gen Physics,0,0,W,,W,Withdrawn-W,Y,202010,2.84661654
799140,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201910,3.66138614
799380,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201910,2.9754717
800607,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201610,0
801363,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201930,0.95
801607,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.1119403
802433,201920,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,A,I,RW,**Web Registered**,Y,201910,3.23490566
803209,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B,I,RW,**Web Registered**,Y,201910,3.27373737
803475,202010,PWL,PHYS22000,003,27017,Gen Physics,0,4,F,,RW,**Web Registered**,Y,201930,2.32912621
803475,202020,PWL,PHYS22000,003,11270,Gen Physics,0,0,W,,W,Withdrawn-W,Y,202010,2.28859649
803536,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,D,I,RW,**Web Registered**,Y,201910,1.8875
803744,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201930,2.87830189
803989,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201910,3.11728395
804264,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201910,3.396
805005,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,2.46451613
805851,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,A,,RW,**Web Registered**,Y,201910,2.94516129
807616,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,202010,2.86329114
819396,201920,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,B+,I,RW,**Web Registered**,Y,201910,2.77087379
819439,201920,PWL,PHYS22000,002,25708,Gen Physics,0,0,,,DC,Drop Course,Y,201910,3.11078431
822914,201920,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,B,,RE,**Registered**,Y,201910,3.5203125
823328,202020,PWL,PHYS22000,003,11270,Gen Physics,0,0,W,,W,Withdrawn-W,Y,202010,3.55
824205,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201910,2.91388889
825585,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B+,I,RW,**Web Registered**,Y,201910,2.9009901
832670,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B-,,RW,**Web Registered**,Y,201930,3.03202614
837475,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,A,,RW,**Web Registered**,Y,201930,2.63611111
837475,202110,PWL,PHYS17200,092,21307,Modern Mechanics,0,0,,,RW,**Web Registered**,Y,202020,2.74740741
841282,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201820,1.2875
842304,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,D,,RW,**Web Registered**,Y,201910,2.23846154
842817,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,D-,,RW,**Web Registered**,Y,201910,2.41944444
850323,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201910,2.92666667
853259,202010,PWL,PHYS22000,050,10333,Gen Physics,0,0,W,,W,Withdrawn-W,Y,201930,2.19014085
853909,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.54347826
854613,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,3.04358974
856053,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,3.42151899
856271,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,3.575
856311,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.93793103
856405,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.58985507
856483,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.12195122
857926,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,A-,,RW,**Web Registered**,Y,201930,3.48356164
857971,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201930,3.05230769
858058,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,D+,,RW,**Web Registered**,Y,201910,2.48571429
858093,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,B-,,RW,**Web Registered**,Y,201910,3.5734375
858624,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B,I,RW,**Web Registered**,Y,201910,3.12666667
858646,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201910,2.91384615
858681,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.44404762
858706,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,D,I,RW,**Web Registered**,Y,202010,2.74646465
858805,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201910,2.7440678
858899,201920,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.23103448
858916,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,4
858943,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B,I,RW,**Web Registered**,Y,201910,2.92666667
858970,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.43846154
858978,201920,PWL,PHYS17200,016,25600,Modern Mechanics,0,0,F,E,RW,**Web Registered**,Y,201910,3.64444444
858978,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,0,P,I,RE,**Registered**,Y,202010,3.11875
858996,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.06612903
859292,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201930,3.171875
859870,202010,PWL,PHYS22000,050,10333,Gen Physics,0,0,W,,W,Withdrawn-W,Y,201930,3.89466667
860412,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.86290323
860593,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,3.83235294
860748,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,3.5655914
860757,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,2.86410256
861388,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,B-,,RW,**Web Registered**,Y,201910,3.15555556
861414,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,A-,,RW,**Web Registered**,Y,202010,3.59417476
862107,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,C-,I,RW,**Web Registered**,Y,201910,3.09358974
862301,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201910,2.88428571
862333,201920,PWL,PHYS22000,002,25708,Gen Physics,0,0,F,E,RW,**Web Registered**,Y,201910,2.54533333
862333,202020,PWL,PHYS22000,002,25708,Gen Physics,0,4,F,I,RW,**Web Registered**,Y,202010,2.398
862333,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.45188679
862398,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.2234375
862637,202020,PWL,PHYS22000,002,25708,Gen Physics,4,4,A,,RW,**Web Registered**,Y,202010,3.82588235
862710,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,202010,3.0255814
862835,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,3.86625
862865,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,D+,,RW,**Web Registered**,Y,201910,3.11410256
862906,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201930,2.85222222
863000,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.512
863024,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.21470588
863582,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.70561798
863790,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,3.70481928
865224,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201910,3.02763158
865239,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201910,3.46785714
865928,202010,PWL,PHYS22000,050,10333,Gen Physics,0,0,W,,W,Withdrawn-W,Y,201930,3.06571429
865992,201920,PWL,PHYS17200,013,13590,Modern Mechanics,0,0,F,E,RW,**Web Registered**,Y,201910,3.2
866019,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RE,**Registered**,Y,202020,2.68048781
866574,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201930,2.99677419
866576,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,4
866581,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.32352941
866583,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.32368421
866612,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,A+,,RW,**Web Registered**,Y,201910,3.83506494
866629,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,D,,RW,**Web Registered**,Y,201930,3.01744186
866654,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,3.07051282
866675,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201930,2.77311828
866682,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,D+,,RW,**Web Registered**,Y,201930,2.80632911
866847,201920,PWL,PHYS17200,017,25598,Modern Mechanics,0,0,C-,E,RW,**Web Registered**,Y,201910,2.62340426
866847,202010,PWL,PHYS17200,103,37253,Modern Mechanics,0,0,,,DC,Drop Course,Y,201930,2.35333333
867005,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201930,3.03809524
867216,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201910,1.396
867241,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201930,3.26190476
867547,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.72151899
867774,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.83417722
868161,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201930,2.76571429
868319,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,B-,,RW,**Web Registered**,Y,201910,3.26202532
868362,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,2.77317073
868369,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,3.9025
868372,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,C+,I,RW,**Web Registered**,Y,201930,3.09863014
