Key,ACADEMIC_PERIOD,CAMPUS,COURSE_IDENTIFICATION,COURSE_SECTION_NUMBER,COURSE_REFERENCE_NUMBER,COURSE_TITLE_SHORT,CREDITS_EARNED,CREDITS_FOR_GPA,FINAL_GRADE,REPEAT_COURSE_IND,REGISTRATION_STATUS,REGISTRATION_STATUS_DESC,GRADABLE_IND,Most_Recent_Prior_Term,Most_Recent_Prior_Term_GPA
066892,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,4
066916,201920,PWL,PHYS17200,018,25599,Modern Mechanics,0,4,F,,RW,**Web Registered**,Y,201910,1.10625
066930,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,2.13846154
066938,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.91333333
066943,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.00322581
066951,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.51428571
066975,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.88
067007,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,A-,,RW,**Web Registered**,Y,201910,3.22142857
067013,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.89230769
067041,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,1.4
067042,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,A,,RW,**Web Registered**,Y,201910,3.4375
067042,202020,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,202010,3.625
067060,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,2.88571429
067097,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.68823529
067113,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.50625
067119,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,D,,RW,**Web Registered**,Y,201930,2.552
067133,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201930,3.39
067134,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,2.86153846
067144,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.57857143
067188,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.03529412
067200,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.29245283
067201,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.3
067256,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.5375
067266,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,A+,,RW,**Web Registered**,Y,201910,3.85
067314,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,A-,,RW,**Web Registered**,Y,201910,4
067323,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.64117647
067353,201920,PWL,PHYS17200,001,13631,Modern Mechanics,0,0,,,DC,Drop Course,Y,201910,3.05625
067353,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.05625
067358,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,3.33030303
067361,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.23461539
067363,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.91428571
067368,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,A,,RW,**Web Registered**,Y,201910,3.68125
067373,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.25714286
067472,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,A,,RW,**Web Registered**,Y,201910,4
067473,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,2.9875
067474,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,C,,RW,**Web Registered**,Y,201930,2.78787879
067479,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,4
067489,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,4
067522,201920,PWL,PHYS17200,015,25602,Modern Mechanics,0,0,C,E,RW,**Web Registered**,Y,201910,2.3
067522,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,B,I,RW,**Web Registered**,Y,201930,1.65555556
067538,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.4625
067560,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C-,,RW,**Web Registered**,Y,201930,2.90967742
067568,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201910,1.75625
067569,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,2.96428571
067587,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.54230769
067598,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.025
067672,202020,PWL,PHYS22000,001,25707,Gen Physics,0,0,W,,W,Withdrawn-W,Y,202010,1.90789474
067672,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.46170213
067686,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.80307692
067694,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.2875
067714,202020,PWL,PHYS22000,002,25708,Gen Physics,4,0,P,,RE,**Registered**,Y,202010,3.10454546
067715,201920,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,2.89375
067763,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,D-,,RW,**Web Registered**,Y,201910,3
067788,202020,PWL,PHYS22000,002,25708,Gen Physics,0,0,W,,W,Withdrawn-W,Y,202010,2.1625
067788,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.43404255
067828,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.675
067831,201920,PWL,PHYS17200,133,11269,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,201910,1.37142857
067838,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.23125
067881,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,4
067934,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,3.30666667
067939,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.7
067944,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,3.6516129
067956,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,A,,RW,**Web Registered**,Y,202010,3.97391304
067985,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,2.66
068073,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.0875
068084,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.7125
068103,202110,PWL,PHYS17200,092,21307,Modern Mechanics,0,0,,,RW,**Web Registered**,Y,202020,3.50166667
068116,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.95384615
068166,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.46
068168,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.95714286
068184,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.82727273
068201,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.8
068209,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.81428571
068231,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.36923077
068257,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.3
068259,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201930,2.8
068293,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.02857143
068309,201920,PWL,PHYS17200,013,13590,Modern Mechanics,0,0,,,DC,Drop Course,Y,201910,1.86923077
068309,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,C,,RW,**Web Registered**,Y,201930,2.0125
068311,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,2.41333333
068317,202020,PWL,PHYS22000,001,25707,Gen Physics,4,4,A+,,RW,**Web Registered**,Y,202010,3.76888889
068343,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,201930,3.38604651
068504,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.42666667
068576,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201910,2.26875
068654,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,C+,,RW,**Web Registered**,Y,201910,2.66
068699,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.06666667
068719,201920,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.55882353
068721,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.2875
068777,202020,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,C,,RW,**Web Registered**,Y,202010,3.03214286
068780,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.25
068806,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.96
068838,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.02666667
068860,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,2.52666667
068872,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,3.03076923
068883,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.62142857
068915,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.47142857
068947,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.928
068996,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,1.83809524
069011,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,B-,,RW,**Web Registered**,Y,201910,3.36428571
069045,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.20769231
069048,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,1.94130435
069066,201920,PWL,PHYS17200,133,11269,Modern Mechanics,0,0,,,DC,Drop Course,Y,201910,2.20666667
069079,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,A+,,RW,**Web Registered**,Y,202010,3.55675676
069095,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,A,,RW,**Web Registered**,Y,201930,3.52105263
069107,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.95172414
069110,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201930,3.54
069116,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.34666667
069167,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.43728814
069193,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.0875
069239,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.50666667
069265,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,2.96875
069304,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201910,2.76666667
069305,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201930,2.95862069
069344,201920,PWL,PHYS17200,133,11269,Modern Mechanics,0,4,F,,RW,**Web Registered**,Y,201910,0
069347,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.86551724
069359,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,2.94
069370,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,2.87741936
069375,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.60714286
069395,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201910,3.45
069416,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.3
069430,201920,PWL,PHYS22000,002,25708,Gen Physics,0,0,,,DC,Drop Course,Y,201910,2.89333333
069456,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.025
069495,201920,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,2.66428571
069498,201920,PWL,PHYS17200,014,25601,Modern Mechanics,0,0,F,E,RW,**Web Registered**,Y,201910,2.6875
069498,202010,PWL,PHYS17200,102,26930,Modern Mechanics,4,4,B,I,RW,**Web Registered**,Y,201930,2.82333333
069526,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.92
069592,201920,PWL,PHYS17200,013,13590,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.21428571
069612,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.37301587
069642,201920,PWL,PHYS17200,017,25598,Modern Mechanics,0,0,,,DC,Drop Course,Y,201910,2.49333333
069645,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.16153846
069655,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,2.53142857
069663,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.95714286
069683,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.31338028
069688,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,2.53333333
069695,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.41764706
069727,202010,PWL,PHYS17200,100,26931,Modern Mechanics,0,0,W,,W,Withdrawn-W,Y,201930,3.32
069727,202020,PWL,PHYS22000,002,25708,Gen Physics,4,0,P,,RE,**Registered**,Y,202010,3.36976744
069731,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.88461539
069739,201920,PWL,PHYS22000,003,11270,Gen Physics,0,0,W,,W,Withdrawn-W,Y,201910,3.78571429
069763,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,2.88666667
069764,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.075
069774,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.9625
069775,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.67692308
069785,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,D,,RW,**Web Registered**,Y,201930,2.221875
069788,202020,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,A-,,RE,**Registered**,Y,202010,3.69285714
069803,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.74285714
069810,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.65714286
069826,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.82666667
069842,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,4
069887,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.23333333
069888,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,2.3375
069908,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.75714286
069911,201920,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.69333333
069946,201920,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.37333333
069970,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,4
070019,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,4
070069,201920,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.1
070092,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,4
070109,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,4
070115,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.66617647
070117,202010,PWL,PHYS22000,003,27017,Gen Physics,4,4,D,,RW,**Web Registered**,Y,201930,3.36666667
070130,201920,PWL,PHYS22000,002,25708,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201910,3
070150,201920,PWL,PHYS17200,001,13631,Modern Mechanics,0,0,,,DC,Drop Course,Y,201910,2.89333333
070150,202010,PWL,PHYS17200,101,37254,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201930,2.78709677
070152,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.996875
070154,201920,PWL,PHYS17200,018,25599,Modern Mechanics,0,4,F,,RW,**Web Registered**,Y,201910,3.10714286
070156,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201930,3.61428571
070193,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.36875
070220,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.12622951
070234,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201930,2.76538462
070236,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,2.69333333
070251,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B-,,RW,**Web Registered**,Y,201910,3.62666667
070254,202110,PWL,PHYS22000,003,27017,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.53947368
070265,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C+,,RW,**Web Registered**,Y,201910,2.80833333
070278,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.74375
070301,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,2.48571429
070312,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.67333333
070326,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,3.92857143
070347,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.5
070372,202110,PWL,PHYS17200,102,26930,Modern Mechanics,0,0,,,RW,**Web Registered**,Y,202020,3.14705882
070382,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,2.30625
070383,201920,PWL,PHYS17200,018,25599,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.46666667
070408,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.61428571
070427,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.68
070430,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,B,,RW,**Web Registered**,Y,201930,2.96451613
070431,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.97118644
070451,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.08571429
070469,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,D+,,RW,**Web Registered**,Y,201930,2.14516129
070475,202010,PWL,PHYS17200,103,37253,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201930,2.31923077
070479,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.3
070496,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.9631579
070508,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.94
070552,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.07857143
070561,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.76470588
070584,201920,PWL,PHYS17200,014,25601,Modern Mechanics,0,0,D+,E,RW,**Web Registered**,Y,201910,2.51764706
070584,202010,PWL,PHYS17200,002,13391,Modern Mechanics,4,4,D+,I,RW,**Web Registered**,Y,201930,2.11290323
070589,201920,PWL,PHYS22000,001,25707,Gen Physics,4,4,D-,,RW,**Web Registered**,Y,201910,2.60740741
070597,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,C+,,RW,**Web Registered**,Y,201910,2.94615385
070598,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.15
070663,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,2.8
070677,202010,PWL,PHYS22000,050,10333,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201930,2.96551724
070681,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.29
070696,202010,PWL,PHYS22000,002,27016,Gen Physics,4,4,C+,I,RW,**Web Registered**,Y,201930,1.78709677
070696,202110,PWL,PHYS22000,050,10333,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,2.44146342
070712,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.68571429
070721,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.32307692
070739,202110,PWL,PHYS22000,062,25722,Gen Physics,0,0,,,RE,**Registered**,Y,202020,2.23214286
070768,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.36923077
070804,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,2.21333333
070810,202020,PWL,PHYS22000,003,11270,Gen Physics,4,4,B+,,RW,**Web Registered**,Y,202010,3.20869565
070821,201920,PWL,PHYS17200,018,25599,Modern Mechanics,0,4,F,I,RW,**Web Registered**,Y,201910,0.84285714
070844,201920,PWL,PHYS17200,002,15038,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3
070857,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.36666667
070862,201920,PWL,PHYS17200,001,13631,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,3.12857143
070874,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,2.90666667
070878,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3.1
070884,201920,PWL,PHYS17200,133,11269,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,2.525
070890,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,B+,,RW,**Web Registered**,Y,201910,3
070924,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.20714286
070941,202010,PWL,PHYS17200,001,20928,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201930,3.64827586
070987,201920,PWL,PHYS17200,014,25601,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.47692308
071007,201920,PWL,PHYS22000,003,11270,Gen Physics,4,4,C,,RW,**Web Registered**,Y,201910,2.34482759
071018,201920,PWL,PHYS17200,015,25602,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.59333333
071031,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.37333333
071071,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A+,,RW,**Web Registered**,Y,201910,4
071105,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A-,,RW,**Web Registered**,Y,201910,3.20714286
071117,201920,PWL,PHYS17200,017,25598,Modern Mechanics,4,4,B,,RW,**Web Registered**,Y,201910,2.32777778
071126,202110,PWL,PHYS22000,002,27016,Gen Physics,0,0,,,RW,**Web Registered**,Y,202020,3.5031746
071178,201920,PWL,PHYS17200,016,25600,Modern Mechanics,4,4,A,,RW,**Web Registered**,Y,201910,3.95714286
071211,202020,PWL,PHYS22000,002,25708,Gen Physics,4,0,P,,RE,**Registered**,Y,202010,2.19761905
