Key,TEST_RULE,SATR EBRW,SATR Math,SATR Total,ACT Composite,ACT English,ACT Combined English/Writing,ACT Math
318132,,,,,,,,
410887,,,,,,,,
637468,SAT2ACT,,,,24,24,22,28
661506,,,,,,,,
698992,SAT2ACT,,,,27,29,29,24
214163,SAT2ACT,,,,17,17,,18
227761,,,,,,,,
230248,,,,,,,,
243038,SAT2ACT,,,,19,16,16,18
243551,,,,,,,,
347411,SAT2ACT,650,700,1350,25,22,,26
350499,SAT2ACT,,,,31,28,,31
354517,SAT2ACT,610,640,1240,29,30,,28
358133,SAT2ACT,640,680,1310,,,,
373024,SAT2ACT,,,,31,23,23,34
378935,SAT2ACT,,,,30,30,,26
396532,SAT2ACT,,,,25,24,22,25
412613,,,,,,,,
478539,SAT2ACT,,,,20,15,,24
487179,,,,,,,,
500929,SAT2ACT,590,620,1210,26,21,,29
502815,SAT2ACT,650,720,1370,34,35,,33
505539,SAT2ACT,,,,28,24,,29
513615,SAT2ACT,610,640,1240,24,24,,26
514071,SAT2ACT,690,650,1340,33,35,,30
514081,SAT2ACT,590,610,1200,,,,
516582,SAT2ACT,650,740,1390,,,,
516630,SAT2ACT,720,700,1420,,,,
516646,SAT2ACT,660,740,1370,27,31,,27
516702,SAT2ACT,670,740,1410,30,31,,31
516758,SAT2ACT,720,770,1490,,,,
516765,SAT2ACT,760,710,1470,31,35,,30
516861,SAT2ACT,,,,30,35,,26
516896,SAT2ACT,740,760,1500,34,36,,34
520017,SAT2ACT,,,,31,35,,29
520040,SAT2ACT,590,690,1280,,,,
527164,SAT2ACT,,,,20,19,20,18
533865,SAT2ACT,620,560,1180,25,26,,20
539344,SAT2ACT,,,,25,25,22,26
541641,SAT2ACT,650,740,1390,,,,
542090,SAT2ACT,580,660,1240,,,,
542117,SAT2ACT,710,700,1410,33,28,,33
554861,,,,,,,,
557287,SAT2ACT,630,610,1240,30,28,,26
568105,,,,,,,,
571343,SAT2ACT,780,690,1470,32,34,31,29
604394,,,,,,,,
666410,SAT2ACT,,,,25,23,21,33
672210,,,,,,,,
676850,,,,,,,,
686658,SAT2ACT,710,760,1460,,,,
687538,SAT2ACT,,,,19,14,16,23
688514,,,,,,,,
691756,SAT2ACT,,,,22,21,20,22
692812,,,,,,,,
693201,,,,,,,,
698820,SAT2ACT,,,,26,26,,25
701300,,,,,,,,
703316,SAT2ACT,,,,27,28,24,25
704213,SAT2ACT,,,,27,20,19,26
706183,SAT2ACT,,,,27,27,24,29
711953,,,,,,,,
715766,,,,,,,,
718419,SAT2ACT,,,,30,26,26,33
719637,SAT2ACT,,,,22,20,21,21
721821,,,,,,,,
723883,SAT2ACT,,,,31,34,31,30
728060,SAT2ACT,,,,23,22,22,29
735369,,,,,,,,
742799,SAT2ACT,,,,30,30,28,34
745404,SAT2ACT,,,,22,20,,23
749707,,,,,,,,
751063,SAT2ACT,,,,24,24,,25
760036,SAT2ACT,,,,21,15,16,28
764605,,,,,,,,
767736,,,,,,,,
768022,,,,,,,,
769906,SAT2ACT,,,,25,25,,26
770427,SAT2ACT,750,690,1440,32,31,,33
771550,SAT2ACT,620,640,1260,27,25,,27
772768,,,,,,,,
773136,SAT2ACT,,,,23,20,,25
773255,SAT2ACT,700,580,1280,,,,
773368,,,,,,,,
773466,,,,,,,,
774203,SAT2ACT,590,620,1210,,,,
774399,,,,,,,,
774417,SAT2ACT,,,,27,29,25,26
774620,SAT2ACT,560,530,1090,,,,
775426,SAT2ACT,,,,24,27,25,26
776523,,,,,,,,
776713,,,,,,,,
776762,,,,,,,,
778282,SAT2ACT,,,,29,33,30,23
778675,,,,,,,,
779873,SAT2ACT,,,,29,25,24,28
779918,SAT2ACT,,,,31,33,29,29
779934,SAT2ACT,,,,27,25,24,28
780174,SAT2ACT,,,,23,22,22,25
781008,SAT2ACT,470,460,930,,,,
781098,SAT2ACT,690,710,1400,31,34,,29
781154,,,,,,,,
781214,SAT2ACT,570,660,1230,,,,
781595,,,,,,,,
781901,SAT2ACT,600,730,1330,,,,
782446,SAT2ACT,,,,25,25,21,27
782451,SAT2ACT,,,,28,27,26,27
783119,SAT2ACT,610,690,1300,,,,
783782,,,,,,,,
785949,SAT2ACT,,,,24,22,,33
785956,,,,,,,,
786141,SAT2ACT,,,,23,22,,26
786448,SAT2ACT,,,,30,34,33,27
789156,,,,,,,,
789305,,,,,,,,
790782,,,,,,,,
790951,SAT2ACT,,,,27,26,26,28
792981,SAT2ACT,,,,22,23,24,23
793972,,,,,,,,
795185,,,,,,,,
795314,SAT2ACT,,,,25,24,23,27
795868,,,,,,,,
796886,SAT2ACT,,,,24,22,22,28
797826,,,,,,,,
799140,,,,,,,,
799380,SAT2ACT,,,,23,21,21,25
800607,,,,,,,,
801363,SAT2ACT,,,,22,20,19,24
801607,,,,,,,,
802433,,,,,,,,
803209,SAT2ACT,,,,28,21,22,29
803475,SAT2ACT,,,,26,26,25,25
803536,SAT2ACT,,,,28,27,24,32
803744,SAT2ACT,,,,28,26,22,34
803989,SAT2ACT,,,,28,26,25,30
804264,,,,,,,,
805005,,,,,,,,
805851,SAT2ACT,,,,25,24,22,26
807616,SAT2ACT,,,,28,23,23,35
819396,SAT2ACT,,,,28,26,23,35
819439,,,,,,,,
822914,,,,,,,,
823328,,,,,,,,
824205,,,,,,,,
825585,SAT2ACT,,,,30,31,30,31
832670,,,,,,,,
837475,,,,,,,,
841282,,,,,,,,
842304,SAT2ACT,,,,20,16,16,29
842817,,,,,,,,
850323,,,,,,,,
853259,SAT2ACT,,,,29,34,29,26
853909,,,,,,,,
854613,SAT2ACT,600,540,1140,,,,
856053,SAT2ACT,720,620,1340,29,30,,27
856271,SAT2ACT,720,740,1450,30,29,,29
856311,SAT2ACT,610,750,1340,26,21,,32
856405,,,,,,,,
856483,SAT2ACT,620,770,1360,,,,
857926,SAT2ACT,570,650,1220,,,,
857971,SAT2ACT,520,600,1120,23,16,,26
858058,SAT2ACT,610,630,1230,23,23,,23
858093,SAT2ACT,570,550,1120,24,20,,27
858624,SAT2ACT,670,740,1350,,,,
858646,SAT2ACT,590,610,1200,24,24,,26
858681,SAT2ACT,590,660,1230,27,24,,29
858706,SAT2ACT,630,700,1330,28,27,,27
858805,SAT2ACT,570,660,1230,,,,
858899,SAT2ACT,670,660,1330,23,27,,26
858916,SAT2ACT,730,800,1530,35,34,,36
858943,SAT2ACT,670,760,1410,29,27,,27
858970,SAT2ACT,710,770,1430,33,31,,34
858978,SAT2ACT,620,650,1270,,,,
858996,SAT2ACT,,,,26,26,,26
859292,SAT2ACT,550,600,1150,,,,
859870,SAT2ACT,660,660,1320,27,27,,28
860412,SAT2ACT,580,590,1160,22,22,,23
860593,SAT2ACT,,,,24,24,,25
860748,SAT2ACT,570,530,1100,23,23,,23
860757,SAT2ACT,660,540,1190,,,,
861388,SAT2ACT,540,610,1150,,,,
861414,SAT2ACT,,,,27,29,27,26
862107,SAT2ACT,,,,22,23,,20
862301,SAT2ACT,,,,21,18,,23
862333,,,,,,,,
862398,SAT2ACT,650,640,1270,,,,
862637,SAT2ACT,,,,32,35,,34
862710,SAT2ACT,520,550,1070,,,,
862835,SAT2ACT,,,,28,28,26,28
862865,SAT2ACT,,,,24,22,21,24
862906,,,,,,,,
863000,SAT2ACT,700,670,1370,,,,
863024,SAT2ACT,740,670,1410,,,,
863582,SAT2ACT,580,580,1140,,,,
863790,SAT2ACT,,,,27,25,22,26
865224,SAT2ACT,,,,24,26,25,26
865239,,,,,,,,
865928,SAT2ACT,,,,19,16,,17
865992,,,,,,,,
866019,SAT2ACT,660,630,1290,,,,
866574,SAT2ACT,610,690,1270,26,26,,27
866576,SAT2ACT,670,760,1430,31,31,,29
866581,SAT2ACT,620,680,1300,31,28,,31
866583,SAT2ACT,,,,34,35,,34
866612,SAT2ACT,,,,26,22,20,29
866629,SAT2ACT,,,,28,26,25,28
866654,,,,,,,,
866675,SAT2ACT,,,,26,28,26,26
866682,SAT2ACT,,,,23,23,21,21
866847,SAT2ACT,620,570,1190,27,32,,24
867005,SAT2ACT,,,,26,24,,27
867216,SAT2ACT,690,660,1350,,,,
867241,SAT2ACT,650,600,1250,27,25,,29
867547,SAT2ACT,,,,28,30,,30
867774,SAT2ACT,720,710,1430,32,36,,30
868161,SAT2ACT,,,,22,23,23,23
868319,SAT2ACT,,,,24,19,,23
868362,SAT2ACT,,,,22,19,17,25
868369,SAT2ACT,,,,30,33,31,27
868372,,,,,,,,
868413,SAT2ACT,490,590,1080,,,,
868541,SAT2ACT,640,610,1250,,,,
868576,SAT2ACT,600,600,1200,28,28,,26
868587,SAT2ACT,540,600,1140,,,,
868651,SAT2ACT,600,520,1120,22,23,,18
868687,SAT2ACT,600,560,1150,25,29,,23
868726,,,,,,,,
868930,SAT2ACT,680,640,1320,27,28,,27
868932,SAT2ACT,,,,28,30,,30
868969,,,,,,,,
869016,SAT2ACT,,,,30,27,27,30
869167,,,,,,,,
869174,SAT2ACT,570,650,1220,,,,
869240,SAT2ACT,670,580,1250,24,26,,24
869285,SAT2ACT,590,510,1100,,,,
869408,SAT2ACT,550,610,1160,,,,
869477,SAT2ACT,,,,26,26,,25
869529,SAT2ACT,610,640,1250,25,26,,26
869543,SAT2ACT,,,,23,24,,25
869631,SAT2ACT,,,,24,20,,25
869725,SAT2ACT,,,,24,25,21,26
869743,SAT2ACT,,,,28,28,,23
869789,SAT2ACT,640,620,1260,,,,
870154,SAT2ACT,580,590,1170,25,26,,23
870257,SAT2ACT,,,,28,27,26,29
870280,SAT2ACT,,,,24,24,19,25
870429,,,,,,,,
870467,SAT2ACT,660,710,1370,,,,
870468,SAT2ACT,590,560,1150,26,21,,25
870511,SAT2ACT,,,,26,27,26,27
870518,SAT2ACT,,,,24,26,24,26
870528,,,,,,,,
870590,SAT2ACT,,,,31,35,,30
870728,SAT2ACT,,,,23,23,19,24
870879,SAT2ACT,,,,18,18,18,21
870973,SAT2ACT,,,,28,25,23,27
871222,SAT2ACT,,,,29,29,25,28
871590,SAT2ACT,,,,30,30,,28
871605,SAT2ACT,750,790,1530,31,30,,32
871609,SAT2ACT,,,,25,26,,23
871759,,,,,,,,
871827,SAT2ACT,580,570,1150,,,,
871877,,,,,,,,
871948,SAT2ACT,,,,22,22,,18
871974,SAT2ACT,,,,22,18,18,21
872054,SAT2ACT,,,,26,28,28,26
872119,,,,,,,,
872183,,,,,,,,
872229,SAT2ACT,,,,28,34,,25
872307,SAT2ACT,,,,22,21,,24
872672,SAT2ACT,,,,26,26,24,24
873135,SAT2ACT,,,,23,25,,24
873142,SAT2ACT,,,,22,24,18,19
873446,SAT2ACT,,,,25,21,19,32
873913,SAT2ACT,,,,21,20,21,23
873941,SAT2ACT,,,,23,23,23,25
874242,SAT2ACT,,,,32,27,26,33
874305,,,,,,,,
874587,SAT2ACT,,,,26,28,24,24
875113,SAT2ACT,,,,26,27,23,29
875443,,,,,,,,
875646,SAT2ACT,,,,29,31,30,32
875866,,,,,,,,
875973,SAT2ACT,,,,28,30,,25
876022,SAT2ACT,,,,28,30,29,27
876091,SAT2ACT,,,,28,29,27,31
877033,SAT2ACT,600,520,1120,26,24,,26
877064,SAT2ACT,,,,26,20,,33
877755,SAT2ACT,,,,25,25,20,25
877772,SAT2ACT,,,,23,21,21,23
877825,SAT2ACT,,,,21,18,,19
877922,SAT2ACT,,,,30,31,30,34
878088,SAT2ACT,560,540,1100,26,26,,26
878106,SAT2ACT,,,,30,30,28,27
878213,,,,,,,,
878360,SAT2ACT,,,,27,27,,28
878394,SAT2ACT,,,,27,28,24,24
878446,SAT2ACT,,,,22,21,19,22
878614,SAT2ACT,,,,29,35,24,34
878831,SAT2ACT,,,,26,25,,26
878914,SAT2ACT,,,,21,19,15,21
879362,SAT2ACT,,,,24,23,22,23
879639,SAT2ACT,,,,23,24,23,23
879871,SAT2ACT,,,,30,34,31,33
879885,SAT2ACT,,,,29,32,,27
880506,SAT2ACT,,,,27,29,,22
880575,SAT2ACT,,,,22,23,22,23
880579,SAT2ACT,,,,32,33,31,35
880780,SAT2ACT,,,,23,24,,21
880783,SAT2ACT,,,,25,24,,23
880809,,,,,,,,
880942,,,,,,,,
881254,SAT2ACT,,,,31,35,,31
881936,,,,,,,,
882019,,,,,,,,
882063,SAT2ACT,,,,26,28,,27
882253,SAT2ACT,,,,28,27,26,27
882595,SAT2ACT,,,,32,36,32,28
882769,,,,,,,,
883072,SAT2ACT,,,,27,25,24,24
883270,SAT2ACT,,,,24,25,,26
883344,SAT2ACT,,,,27,25,,27
883631,SAT2ACT,,,,24,23,,24
885012,SAT2ACT,,,,24,24,25,25
885117,,,,,,,,
885204,SAT2ACT,,,,23,25,24,25
885300,,,,,,,,
885345,SAT2ACT,,,,32,29,,32
885583,SAT2ACT,,,,27,26,,26
885790,SAT2ACT,,,,22,25,,17
885908,SAT2ACT,,,,24,27,25,24
886447,,,,,,,,
886463,SAT2ACT,,,,30,29,26,31
886668,,,,,,,,
886835,SAT2ACT,,,,30,25,,30
886896,SAT2ACT,,,,25,25,24,26
886938,SAT2ACT,,,,21,21,,18
887833,SAT2ACT,,,,29,28,26,28
888114,SAT2ACT,,,,32,34,33,34
888160,SAT2ACT,,,,27,27,26,24
888164,,,,,,,,
888209,,,,,,,,
888304,SAT2ACT,,,,23,25,,26
888350,,,,,,,,
888563,,,,,,,,
889507,SAT2ACT,,,,34,34,31,33
889592,SAT2ACT,,,,22,22,20,19
889651,SAT2ACT,,,,25,25,,25
889746,SAT2ACT,,,,23,19,,25
889753,,,,,,,,
889830,SAT2ACT,,,,26,24,,27
889889,SAT2ACT,,,,25,26,24,26
889967,SAT2ACT,,,,26,23,23,27
890916,,,,,,,,
891316,,,,,,,,
891369,SAT2ACT,,,,33,34,32,31
891389,,,,,,,,
891656,,,,,,,,
891694,,,,,,,,
891766,SAT2ACT,,,,29,27,27,29
892062,,,,,,,,
892271,,,,,,,,
892468,,,,,,,,
892650,,,,,,,,
892895,,,,,,,,
893167,SAT2ACT,,,,29,26,,28
893275,,,,,,,,
893559,SAT2ACT,,,,30,33,31,30
893792,SAT2ACT,,,,24,24,,22
894067,SAT2ACT,,,,28,25,,29
894082,SAT2ACT,,,,21,20,,20
894211,,,,,,,,
894563,,,,,,,,
894570,,,,,,,,
894668,SAT2ACT,,,,26,26,23,35
894720,SAT2ACT,,,,26,25,25,30
894866,SAT2ACT,,,,21,19,,23
895416,,,,,,,,
896069,SAT2ACT,,,,30,29,24,29
896849,SAT2ACT,,,,24,22,22,24
896992,,,,,,,,
897454,SAT2ACT,,,,25,26,,24
898016,,,,,,,,
898020,,,,,,,,
898640,SAT2ACT,,,,24,23,21,26
899208,SAT2ACT,,,,19,16,,19
899402,SAT2ACT,,,,21,17,,25
899617,,,,,,,,
900271,SAT2ACT,,,,27,25,24,28
900322,,,,,,,,
900705,,,,,,,,
904274,SAT2ACT,,,,26,24,25,34
907447,,,,,,,,
907664,SAT2ACT,,,,26,24,23,31
907996,,,,,,,,
908291,,,,,,,,
910072,SAT2ACT,,,,31,29,25,31
911336,SAT2ACT,550,540,1050,18,21,,17
912493,,,,,,,,
915127,,,,,,,,
915819,,,,,,,,
915889,,,,,,,,
916458,SAT2ACT,,,,30,25,24,36
916771,SAT2ACT,,,,25,25,,26
916797,SAT2ACT,,,,27,24,,25
917617,,,,,,,,
917720,SAT2ACT,,,,30,29,,27
918789,SAT2ACT,,,,30,26,,35
921696,SAT2ACT,490,460,950,,,,
921782,,,,,,,,
926173,SAT2ACT,,,,31,29,,30
926504,SAT2ACT,550,590,1140,,,,
927159,,,,,,,,
927490,SAT2ACT,,,,30,28,,34
927825,,,,,,,,
928765,,,,,,,,
928936,SAT2ACT,,,,31,27,,35
929548,,,,,,,,
931488,SAT2ACT,,,,27,25,,28
932627,,,,,,,,
933505,SAT2ACT,,,,27,30,22,23
933586,,,,,,,,
933714,SAT2ACT,,,,30,28,24,35
934033,,,,,,,,
936881,,,,,,,,
939332,SAT2ACT,570,520,1090,,,,
939406,,,,,,,,
939783,,,,,,,,
940512,SAT2ACT,530,550,1080,22,20,,24
940522,SAT2ACT,,,,26,27,,26
941012,,,,,,,,
941109,SAT2ACT,570,730,1300,,,,
942609,SAT2ACT,,,,30,34,,31
942882,SAT2ACT,590,530,1120,25,24,,26
943647,SAT2ACT,610,620,1230,,,,
943672,SAT2ACT,,,,24,28,24,23
943745,SAT2ACT,540,540,1080,,,,
943782,SAT2ACT,480,510,990,18,15,,18
943805,SAT2ACT,660,700,1360,,,,
944096,SAT2ACT,570,540,1110,,,,
944105,SAT2ACT,620,680,1300,,,,
944187,SAT2ACT,650,680,1310,,,,
944244,SAT2ACT,610,630,1240,25,20,,27
944657,SAT2ACT,600,660,1230,,,,
944678,SAT2ACT,570,570,1140,,,,
944729,SAT2ACT,,,,24,23,,19
944793,SAT2ACT,510,540,1050,,,,
944845,,,,,,,,
944930,SAT2ACT,710,650,1360,,,,
944955,SAT2ACT,650,710,1360,,,,
945001,SAT2ACT,580,610,1190,23,24,,22
945049,SAT2ACT,610,590,1200,,,,
945061,SAT2ACT,660,720,1380,28,27,,32
945064,SAT2ACT,630,580,1210,29,34,,26
945123,SAT2ACT,710,680,1390,,,,
945150,SAT2ACT,610,640,1250,28,26,,28
945316,SAT2ACT,710,710,1420,,,,
945325,SAT2ACT,650,660,1310,,,,
945331,SAT2ACT,560,570,1130,,,,
945341,SAT2ACT,670,700,1350,29,27,,32
945440,SAT2ACT,660,690,1330,,,,
945475,SAT2ACT,,,,32,36,,32
945509,SAT2ACT,510,680,1190,26,20,,28
945537,SAT2ACT,580,610,1190,,,,
945555,SAT2ACT,610,660,1270,26,27,,26
945564,SAT2ACT,680,750,1430,,,,
945611,SAT2ACT,570,580,1150,,,,
945618,SAT2ACT,700,770,1460,34,35,,34
945629,SAT2ACT,580,640,1220,26,27,,25
945739,SAT2ACT,700,720,1410,33,31,,33
945740,SAT2ACT,620,590,1210,,,,
945794,SAT2ACT,610,670,1280,,,,
945822,SAT2ACT,680,720,1400,,,,
945838,SAT2ACT,610,640,1250,,,,
946081,SAT2ACT,,,,28,25,,29
946096,SAT2ACT,,,,34,34,,35
946120,SAT2ACT,650,630,1280,,,,
946121,SAT2ACT,670,690,1360,31,27,,30
946146,SAT2ACT,640,560,1200,26,27,,24
946148,SAT2ACT,,,,31,33,,34
946257,SAT2ACT,780,780,1560,33,36,,31
946273,SAT2ACT,,,,30,27,,28
946299,SAT2ACT,750,720,1470,,,,
946359,SAT2ACT,580,670,1250,26,24,,27
946390,SAT2ACT,730,750,1480,,,,
946410,SAT2ACT,730,640,1340,31,32,,26
946539,SAT2ACT,680,680,1360,,,,
946591,SAT2ACT,690,700,1390,31,34,,30
946635,SAT2ACT,670,780,1450,32,31,,35
946637,SAT2ACT,660,750,1390,30,25,,30
946639,SAT2ACT,700,790,1490,,,,
946760,SAT2ACT,620,610,1230,29,27,,29
946947,SAT2ACT,,,,24,22,,24
947028,SAT2ACT,670,670,1340,,,,
947088,SAT2ACT,600,600,1180,24,24,,26
947125,SAT2ACT,700,750,1450,,,,
947128,SAT2ACT,650,650,1300,,,,
947134,SAT2ACT,620,610,1230,23,23,,23
947138,SAT2ACT,620,650,1270,,,,
947165,SAT2ACT,700,660,1360,31,33,,30
947226,SAT2ACT,610,670,1280,29,24,,30
947308,SAT2ACT,,,,29,24,,31
947331,SAT2ACT,620,680,1300,29,32,,28
947416,SAT2ACT,670,710,1380,28,30,,30
947420,SAT2ACT,600,670,1250,,,,
947425,SAT2ACT,620,660,1280,,,,
947435,SAT2ACT,640,700,1310,30,26,,31
947477,SAT2ACT,700,710,1410,31,34,,30
947500,SAT2ACT,650,660,1310,,,,
947685,SAT2ACT,700,650,1350,,,,
947697,SAT2ACT,630,630,1260,22,16,,24
947698,SAT2ACT,520,630,1150,,,,
947700,SAT2ACT,520,620,1100,,,,
947701,SAT2ACT,,,,28,25,,28
947720,SAT2ACT,660,710,1370,,,,
947748,SAT2ACT,690,600,1270,,,,
947755,SAT2ACT,640,560,1190,25,24,,23
947778,SAT2ACT,660,740,1400,30,31,,29
947785,SAT2ACT,630,620,1220,,,,
947864,SAT2ACT,650,680,1330,33,31,,31
947892,SAT2ACT,710,680,1390,29,29,,28
948000,SAT2ACT,550,520,1050,,,,
948018,SAT2ACT,630,780,1410,29,26,,35
948042,SAT2ACT,610,660,1240,,,,
948098,SAT2ACT,,,,24,22,,22
948104,SAT2ACT,690,670,1360,,,,
948108,SAT2ACT,620,580,1200,26,24,,24
948179,SAT2ACT,680,700,1380,31,33,,28
948193,SAT2ACT,600,690,1240,,,,
948318,SAT2ACT,640,680,1230,25,25,,26
948336,SAT2ACT,650,670,1320,28,26,,30
948345,SAT2ACT,,,,28,29,,27
948377,SAT2ACT,620,730,1350,27,24,,31
948470,SAT2ACT,640,590,1220,,,,
948947,SAT2ACT,600,580,1180,,,,
948985,SAT2ACT,700,640,1340,,,,
949014,SAT2ACT,650,650,1300,27,30,,24
949030,SAT2ACT,700,700,1400,,,,
949071,SAT2ACT,570,580,1150,,,,
949154,SAT2ACT,520,690,1190,,,,
949156,SAT2ACT,700,730,1410,32,35,,28
949216,SAT2ACT,,,,29,32,,28
949278,SAT2ACT,650,730,1380,30,27,,35
949293,SAT2ACT,760,800,1520,33,35,,35
949304,SAT2ACT,600,650,1240,,,,
949369,SAT2ACT,610,580,1180,25,25,,26
949403,SAT2ACT,640,640,1280,,,,
949409,SAT2ACT,670,690,1360,31,36,,27
949436,SAT2ACT,720,800,1520,33,32,,31
949457,SAT2ACT,560,670,1230,,,,
949537,SAT2ACT,700,790,1440,28,25,,33
949545,SAT2ACT,660,660,1320,,,,
949553,SAT2ACT,640,740,1380,28,25,,28
949559,SAT2ACT,630,700,1330,27,25,,30
949561,SAT2ACT,,,,28,22,,30
949563,SAT2ACT,,,,25,20,,27
949564,SAT2ACT,580,640,1220,26,25,,29
949588,SAT2ACT,680,760,1440,,,,
949601,SAT2ACT,580,640,1190,,,,
949608,SAT2ACT,640,650,1290,,,,
949618,SAT2ACT,,,,28,29,,31
949627,SAT2ACT,,,,34,34,,34
949658,SAT2ACT,,,,29,33,,32
949660,SAT2ACT,,,,24,23,,27
949679,SAT2ACT,640,750,1390,33,35,,35
949691,SAT2ACT,,,,29,26,,31
949706,SAT2ACT,640,750,1340,,,,
949717,SAT2ACT,580,700,1280,,,,
949735,SAT2ACT,660,750,1410,33,32,,33
949824,SAT2ACT,710,700,1410,,,,
949835,SAT2ACT,700,790,1490,30,31,,29
949836,SAT2ACT,760,700,1440,,,,
949846,SAT2ACT,670,670,1340,,,,
950069,SAT2ACT,,,,31,32,,29
950183,SAT2ACT,550,650,1190,,,,
950184,SAT2ACT,620,650,1260,,,,
950223,SAT2ACT,480,550,1030,,,,
950225,SAT2ACT,530,540,1070,,,,
950236,SAT2ACT,620,660,1280,27,24,,31
950247,SAT2ACT,,,,26,24,,26
950384,SAT2ACT,600,600,1200,22,22,,22
950485,SAT2ACT,660,650,1280,,,,
950527,SAT2ACT,620,770,1390,,,,
950657,SAT2ACT,670,710,1380,33,27,,33
950763,SAT2ACT,680,700,1380,33,34,,30
950785,SAT2ACT,660,650,1310,30,30,,28
950787,SAT2ACT,680,710,1390,33,35,,28
950817,SAT2ACT,700,660,1360,,,,
950845,SAT2ACT,660,680,,28,25,,28
950930,SAT2ACT,670,720,1390,33,35,,31
950958,SAT2ACT,660,630,1290,,,,
951120,SAT2ACT,770,770,1530,35,35,,35
951150,SAT2ACT,690,690,1380,28,31,,28
951463,SAT2ACT,570,570,1140,,,,
951471,SAT2ACT,,,,31,34,,29
951482,SAT2ACT,590,740,1290,29,32,,28
951523,SAT2ACT,560,580,1140,,,,
952696,SAT2ACT,,,,27,31,,29
952813,SAT2ACT,630,620,1250,,,,
952919,SAT2ACT,590,680,1270,26,27,,27
952931,SAT2ACT,580,590,1160,,,,
953063,SAT2ACT,,,,32,33,,28
953105,,,,,,,,
953112,SAT2ACT,510,580,1090,20,19,,24
953228,SAT2ACT,610,590,1200,26,28,,27
953408,SAT2ACT,,,,29,29,,29
953451,SAT2ACT,,,,31,35,,30
953567,SAT2ACT,630,510,1140,26,24,,22
953571,,,,,,,,
953676,SAT2ACT,650,660,1310,31,31,,29
953737,SAT2ACT,,,,29,25,,29
953899,SAT2ACT,490,530,1020,,,,
953964,SAT2ACT,620,610,1230,27,25,,25
954034,SAT2ACT,670,760,1430,,,,
954036,SAT2ACT,,,,31,27,,28
954078,SAT2ACT,,,,24,24,,27
954178,SAT2ACT,630,530,1160,,,,
954196,SAT2ACT,530,540,1070,,,,
954217,SAT2ACT,610,700,1310,,,,
954238,SAT2ACT,520,580,1100,24,25,,24
954269,SAT2ACT,650,600,1250,27,28,,26
954331,SAT2ACT,660,620,1280,,,,
954337,SAT2ACT,630,650,1280,,,,
954431,SAT2ACT,550,640,1190,,,,
954448,SAT2ACT,700,720,1420,32,34,,30
954452,SAT2ACT,580,560,1140,23,24,,24
954464,SAT2ACT,590,550,1140,24,21,,26
954486,SAT2ACT,,,,27,29,,30
954516,SAT2ACT,,,,26,20,,24
954525,,,,,,,,
954546,SAT2ACT,,,,29,28,,24
954547,SAT2ACT,660,670,1310,,,,
954560,SAT2ACT,580,600,1180,,,,
954576,SAT2ACT,630,680,1310,,,,
954768,SAT2ACT,,,,23,23,,24
954834,SAT2ACT,770,800,1570,33,35,,33
954913,SAT2ACT,560,530,1090,,,,
954916,SAT2ACT,630,650,1280,27,24,,24
954944,SAT2ACT,540,580,1110,,,,
954953,SAT2ACT,,,,28,30,,26
954977,SAT2ACT,520,570,1090,,,,
955070,SAT2ACT,610,560,1170,,,,
955132,SAT2ACT,620,670,1290,30,33,,28
955137,SAT2ACT,,,,27,23,,28
955156,SAT2ACT,590,560,1150,26,24,,27
955182,SAT2ACT,610,680,1290,28,28,,27
955204,SAT2ACT,570,540,1110,,,,
955222,SAT2ACT,580,590,1170,25,27,,25
955237,SAT2ACT,630,530,1160,27,26,,23
955282,SAT2ACT,480,480,960,20,20,,21
955304,SAT2ACT,500,490,990,,,,
955305,SAT2ACT,,,,29,25,,29
955349,SAT2ACT,650,660,1310,,,,
955385,SAT2ACT,650,640,1290,26,28,,29
955431,SAT2ACT,,,,25,27,,25
955532,SAT2ACT,520,600,1110,,,,
955652,SAT2ACT,600,710,1310,27,29,,28
955717,SAT2ACT,540,570,1110,,,,
955727,SAT2ACT,620,690,1310,28,34,,30
955744,SAT2ACT,620,660,1280,,,,
955774,SAT2ACT,580,600,1180,,,,
955795,SAT2ACT,680,780,1460,,,,
955818,SAT2ACT,660,750,1410,,,,
955824,SAT2ACT,520,540,1060,,,,
955836,SAT2ACT,630,610,1240,,,,
955854,SAT2ACT,,,,32,34,,31
955916,SAT2ACT,590,530,1120,25,27,,22
955960,SAT2ACT,730,620,1350,30,30,,25
955981,SAT2ACT,530,530,1060,22,22,,20
956089,SAT2ACT,640,690,1330,,,,
956102,SAT2ACT,560,550,1100,,,,
956142,SAT2ACT,660,590,1250,21,22,,21
956161,SAT2ACT,540,630,1150,,,,
956253,SAT2ACT,680,710,1380,,,,
956278,SAT2ACT,520,610,1130,,,,
956287,SAT2ACT,570,590,1130,23,23,,23
956389,SAT2ACT,680,670,1350,28,27,,30
956435,SAT2ACT,570,640,1210,,,,
956464,SAT2ACT,640,570,1210,25,26,,27
956469,SAT2ACT,,,,30,26,,29
956476,SAT2ACT,,,,29,33,,33
956605,SAT2ACT,,,,29,28,,30
956713,SAT2ACT,430,520,950,,,,
956720,SAT2ACT,640,530,1170,,,,
956756,SAT2ACT,710,670,1380,30,32,,28
956786,SAT2ACT,,,,27,30,28,25
956817,,,,,,,,
956943,SAT2ACT,600,640,1210,25,24,,24
