Key,TEST_RULE,SATR EBRW,SATR Math,SATR Total,ACT Composite,ACT English,ACT Combined English/Writing,ACT Math
158523,SAT2ACT,580,790,1370,,,,
158554,SAT2ACT,750,700,1450,,,,
158580,SAT2ACT,640,580,1220,30,31,,27
158598,SAT2ACT,650,690,1340,,,,
158626,SAT2ACT,650,590,1210,,,,
158656,SAT2ACT,690,760,1440,,,,
158680,SAT2ACT,740,700,1430,31,36,,30
158718,SAT2ACT,570,750,1320,,,,
158752,SAT2ACT,,,,34,35,,35
158769,SAT2ACT,750,780,1530,,,,
158822,SAT2ACT,740,780,1520,,,,
158825,SAT2ACT,730,800,1520,,,,
158831,SAT2ACT,740,780,1510,32,35,,33
158855,SAT2ACT,640,710,1350,,,,
158875,SAT2ACT,660,780,1440,,,,
158921,SAT2ACT,,,,31,34,,34
158926,SAT2ACT,640,590,1230,,,,
158954,SAT2ACT,670,740,1400,31,31,,29
158957,SAT2ACT,670,660,1330,30,30,,32
158963,SAT2ACT,680,750,1430,35,34,,33
159009,SAT2ACT,,,,32,33,,31
159018,SAT2ACT,680,800,1480,,,,
159060,SAT2ACT,590,670,1220,25,24,,28
159072,SAT2ACT,720,790,1510,,,,
159107,SAT2ACT,720,740,1460,34,35,,32
159128,SAT2ACT,720,770,1490,,,,
159143,SAT2ACT,640,740,1380,29,28,,32
159164,SAT2ACT,650,670,1280,,,,
159172,SAT2ACT,700,690,1370,30,35,,28
159173,SAT2ACT,,,,29,29,,31
159176,SAT2ACT,670,730,1400,,,,
159178,SAT2ACT,610,620,1230,,,,
159255,SAT2ACT,700,800,1500,,,,
159268,SAT2ACT,,,,35,34,,36
159287,SAT2ACT,680,800,1470,31,35,,34
159290,SAT2ACT,590,790,1380,,,,
159305,SAT2ACT,700,760,1450,32,35,,32
159317,SAT2ACT,760,770,1530,,,,
159349,SAT2ACT,630,710,1340,,,,
159376,SAT2ACT,,,,34,35,,35
159378,SAT2ACT,,,,34,31,,35
159383,SAT2ACT,780,780,1560,,,,
159396,SAT2ACT,610,750,1350,,,,
159435,SAT2ACT,660,690,1350,24,23,,27
159505,SAT2ACT,540,620,1160,25,20,,25
159562,SAT2ACT,700,800,1480,,,,
159564,SAT2ACT,,,,27,28,,29
159585,SAT2ACT,680,690,1350,,,,
159619,SAT2ACT,670,680,1350,,,,
159627,SAT2ACT,680,770,1410,,,,
159640,SAT2ACT,620,730,1320,,,,
159662,SAT2ACT,720,800,1480,,,,
159685,SAT2ACT,650,770,1400,,,,
159743,SAT2ACT,670,700,1310,,,,
159782,SAT2ACT,720,780,,34,33,,35
159787,SAT2ACT,680,750,1420,,,,
159814,SAT2ACT,,,,33,35,,31
159820,SAT2ACT,670,680,1350,,,,
159827,SAT2ACT,,,,33,33,,35
159839,SAT2ACT,660,680,1340,,,,
159844,SAT2ACT,,,,31,33,,31
159870,SAT2ACT,690,680,1360,30,28,,28
159876,SAT2ACT,640,690,1330,,,,
159889,SAT2ACT,690,630,1320,,,,
159920,SAT2ACT,690,710,1350,,,,
159922,SAT2ACT,580,640,1220,,,,
160017,SAT2ACT,590,670,1260,,,,
160022,SAT2ACT,620,690,1310,29,23,,27
160044,SAT2ACT,,,,32,31,,35
160052,SAT2ACT,,,,27,31,,28
160055,SAT2ACT,680,800,,35,35,,35
160056,SAT2ACT,700,700,1400,,,,
160094,SAT2ACT,,,,31,34,,33
160153,SAT2ACT,660,740,1400,,,,
160162,SAT2ACT,670,680,1350,31,31,,27
160170,SAT2ACT,600,700,1300,,,,
160199,SAT2ACT,,,,32,34,,33
160202,SAT2ACT,740,760,1470,,,,
160203,SAT2ACT,,,,25,22,,27
160209,SAT2ACT,620,690,1310,27,25,,28
160227,SAT2ACT,,,,33,34,,29
160261,SAT2ACT,660,700,1360,,,,
160295,SAT2ACT,580,620,1200,24,23,,26
160318,SAT2ACT,710,780,1490,34,34,,35
160356,SAT2ACT,730,790,1520,,,,
160369,SAT2ACT,740,790,1520,34,30,,35
160377,SAT2ACT,660,750,1370,,,,
160417,SAT2ACT,650,620,1270,27,28,,27
160471,SAT2ACT,620,710,1310,,,,
160494,SAT2ACT,,,,28,27,,28
160508,SAT2ACT,590,630,1200,23,22,,24
160515,SAT2ACT,540,590,1130,27,27,,27
160531,SAT2ACT,660,730,1390,,,,
160536,SAT2ACT,630,670,1300,,,,
160587,SAT2ACT,,,,32,33,,31
160590,SAT2ACT,690,740,1430,,,,
160591,SAT2ACT,620,590,1210,,,,
160611,SAT2ACT,,,,32,32,,35
160624,SAT2ACT,710,710,1390,,,,
160655,SAT2ACT,,,,29,34,,32
160664,SAT2ACT,610,610,1180,,,,
160679,SAT2ACT,620,680,1300,,,,
160691,SAT2ACT,730,800,1520,,,,
160697,SAT2ACT,,,,32,30,,35
160720,SAT2ACT,610,780,1390,,,,
160758,SAT2ACT,720,790,1510,31,30,,33
160762,SAT2ACT,690,800,1490,,,,
160817,SAT2ACT,700,750,1450,,,,
160819,SAT2ACT,,,,32,33,,31
160825,SAT2ACT,700,750,1420,,,,
160845,SAT2ACT,670,740,1410,33,35,,34
160855,SAT2ACT,680,690,1360,,,,
160866,SAT2ACT,700,670,1370,,,,
160868,SAT2ACT,,,,32,34,,27
160869,SAT2ACT,470,540,1010,19,16,,18
160925,SAT2ACT,680,710,1390,,,,
160956,SAT2ACT,540,550,1090,18,12,,21
161074,SAT2ACT,610,750,1360,,,,
161105,SAT2ACT,640,620,1260,,,,
161110,SAT2ACT,570,640,1210,24,25,,26
161141,SAT2ACT,670,680,1350,,,,
161163,SAT2ACT,,,,32,31,,33
161184,SAT2ACT,730,770,1500,,,,
161188,SAT2ACT,710,710,1420,,,,
161197,SAT2ACT,520,590,1110,25,22,,26
161199,SAT2ACT,,,,30,28,,32
161201,SAT2ACT,630,590,1220,,,,
161203,SAT2ACT,,,,34,34,,31
161225,SAT2ACT,,,,32,34,,36
161239,SAT2ACT,720,750,1470,33,33,,33
161247,SAT2ACT,720,640,1360,,,,
161254,SAT2ACT,700,800,1500,,,,
161258,SAT2ACT,680,740,1420,28,27,,29
161270,SAT2ACT,720,700,1400,,,,
161277,SAT2ACT,,,,26,28,,28
161282,SAT2ACT,640,610,1250,,,,
161285,SAT2ACT,680,660,1340,26,25,,26
161311,SAT2ACT,760,700,1450,,,,
161332,SAT2ACT,690,760,1440,,,,
161335,SAT2ACT,670,710,1380,,,,
161338,SAT2ACT,580,560,1140,23,22,,24
161351,SAT2ACT,700,670,1350,,,,
161370,SAT2ACT,660,740,1400,,,,
161371,SAT2ACT,640,780,1420,26,25,,29
161374,SAT2ACT,700,770,1450,,,,
161402,SAT2ACT,,,,32,34,,32
161417,SAT2ACT,700,710,1410,33,34,,32
161423,SAT2ACT,,,,34,36,,36
161451,SAT2ACT,630,800,1430,,,,
161471,SAT2ACT,670,700,1360,,,,
161478,SAT2ACT,780,750,1530,,,,
161481,SAT2ACT,670,730,1400,,,,
161489,SAT2ACT,640,700,1340,,,,
161541,SAT2ACT,,,,34,35,,34
161544,SAT2ACT,800,740,1500,34,35,,32
161566,SAT2ACT,690,700,1370,,,,
161568,SAT2ACT,,,,29,26,,31
161576,SAT2ACT,800,800,1600,,,,
161579,SAT2ACT,770,790,1520,,,,
161586,SAT2ACT,660,690,1320,,,,
161588,SAT2ACT,720,740,1450,,,,
161623,SAT2ACT,630,630,1260,,,,
161625,SAT2ACT,700,800,1500,32,29,,33
161641,SAT2ACT,560,770,1330,,,,
161646,SAT2ACT,690,750,1440,,,,
161657,SAT2ACT,750,660,1380,30,34,,28
161695,SAT2ACT,,,,32,33,,34
161700,SAT2ACT,570,570,1140,25,22,,25
161704,SAT2ACT,700,790,1490,,,,
161721,SAT2ACT,,,,34,34,,36
161722,SAT2ACT,,,,32,34,,30
161723,SAT2ACT,710,750,1460,,,,
161752,SAT2ACT,,,,34,35,,35
161767,SAT2ACT,690,650,1340,,,,
161796,SAT2ACT,730,800,1520,,,,
161805,SAT2ACT,740,780,1520,34,32,,34
161821,SAT2ACT,740,800,1540,,,,
161822,SAT2ACT,690,710,1380,,,,
161832,SAT2ACT,,,,30,31,,33
161833,SAT2ACT,,,,32,27,,35
161864,SAT2ACT,,,,31,29,,34
161866,SAT2ACT,710,770,1480,33,33,,31
161867,SAT2ACT,,,,26,27,,26
161885,SAT2ACT,700,780,1460,,,,
161892,SAT2ACT,740,620,1360,30,32,,29
161900,SAT2ACT,,,,34,35,,33
161912,SAT2ACT,,,,34,33,,35
161939,SAT2ACT,720,680,1400,33,35,,28
161975,SAT2ACT,,,,31,33,,31
161981,SAT2ACT,,,,30,29,,33
162008,SAT2ACT,610,790,1400,,,,
162033,SAT2ACT,740,720,1430,,,,
162042,SAT2ACT,630,690,1320,,,,
162053,SAT2ACT,640,800,1440,,,,
162078,SAT2ACT,540,670,1210,,,,
162079,SAT2ACT,780,800,1580,,,,
162103,SAT2ACT,690,700,1390,32,35,,31
162111,SAT2ACT,650,600,1250,,,,
162122,SAT2ACT,770,780,1550,,,,
162148,SAT2ACT,560,680,1210,,,,
162150,SAT2ACT,,,,28,25,,36
162161,SAT2ACT,,,,25,23,,28
162163,SAT2ACT,,,,30,27,,26
162166,SAT2ACT,640,690,1330,,,,
162171,SAT2ACT,690,740,1430,,,,
162181,SAT2ACT,600,600,1190,,,,
162186,SAT2ACT,630,700,1310,,,,
162192,SAT2ACT,670,690,1330,,,,
162217,SAT2ACT,520,630,1150,27,22,,30
162225,SAT2ACT,720,690,1390,,,,
162282,SAT2ACT,,,,31,30,,33
162286,SAT2ACT,660,780,1440,,,,
162302,SAT2ACT,,,,26,29,,25
162340,SAT2ACT,620,720,1310,,,,
162380,SAT2ACT,660,750,1410,,,,
162382,SAT2ACT,,,,32,35,,29
162385,SAT2ACT,790,720,1510,34,36,,30
162388,SAT2ACT,,,,30,36,,29
162401,SAT2ACT,680,730,1400,,,,
162426,SAT2ACT,,,,33,33,,33
162465,SAT2ACT,640,630,1270,,,,
162473,SAT2ACT,660,750,1400,,,,
162477,SAT2ACT,510,540,1050,,,,
162491,SAT2ACT,710,780,1490,32,30,,36
162513,SAT2ACT,570,670,1240,,,,
162523,SAT2ACT,,,,34,35,,34
162535,SAT2ACT,710,690,1380,,,,
162551,SAT2ACT,660,750,1410,,,,
162556,SAT2ACT,770,800,1570,,,,
162563,SAT2ACT,610,670,1260,,,,
162574,SAT2ACT,700,740,1440,,,,
162600,SAT2ACT,700,700,1400,33,33,,33
162614,SAT2ACT,540,610,1150,25,23,,22
162626,SAT2ACT,640,710,1350,,,,
162641,SAT2ACT,660,740,1400,32,29,,34
162652,SAT2ACT,760,630,1380,32,34,,29
162695,SAT2ACT,660,800,1460,,,,
162717,SAT2ACT,680,720,1370,,,,
162724,SAT2ACT,670,770,1440,30,29,,33
162727,SAT2ACT,630,640,1270,,,,
162764,SAT2ACT,700,780,1480,,,,
162778,SAT2ACT,740,720,1410,31,27,,31
162779,SAT2ACT,580,660,1220,,,,
162781,SAT2ACT,660,790,1450,,,,
162792,SAT2ACT,610,670,1270,,,,
162802,SAT2ACT,580,650,1230,,,,
162828,SAT2ACT,690,730,1420,,,,
162833,SAT2ACT,,,,32,36,,32
162849,SAT2ACT,680,750,1410,30,32,,33
162854,SAT2ACT,590,710,1300,32,28,,36
162862,SAT2ACT,620,690,1310,,,,
162889,SAT2ACT,590,590,1180,,,,
162904,SAT2ACT,630,670,1250,,,,
162905,SAT2ACT,630,750,1380,31,28,,31
162922,SAT2ACT,680,610,1290,,,,
162941,SAT2ACT,700,700,1390,,,,
162947,SAT2ACT,630,690,1300,,,,
162989,SAT2ACT,640,710,1350,,,,
163001,SAT2ACT,710,750,1460,,,,
163095,SAT2ACT,,,,27,24,,33
163128,SAT2ACT,630,770,1360,,,,
163148,SAT2ACT,,,,34,36,,30
163149,SAT2ACT,710,730,1440,32,35,,32
163158,SAT2ACT,680,750,1400,,,,
163179,SAT2ACT,,,,34,32,,35
163190,SAT2ACT,700,690,1370,,,,
163195,SAT2ACT,,,,26,23,,28
163240,SAT2ACT,660,750,1410,29,31,,28
163246,SAT2ACT,620,660,1270,,,,
163287,SAT2ACT,770,720,1490,,,,
163293,SAT2ACT,700,710,1410,,,,
163363,SAT2ACT,590,710,1280,,,,
163365,SAT2ACT,,,,26,27,,28
163371,SAT2ACT,650,700,1350,,,,
163377,SAT2ACT,660,550,1200,,,,
163383,SAT2ACT,740,700,1440,,,,
163402,SAT2ACT,,,,35,35,,35
163425,SAT2ACT,610,630,1230,24,23,,22
163428,SAT2ACT,770,750,1520,36,36,,36
163435,SAT2ACT,600,620,1220,22,21,,26
163441,SAT2ACT,580,650,1230,25,22,,28
163444,SAT2ACT,710,800,1510,34,36,,36
163449,SAT2ACT,690,790,1440,30,29,,33
163451,SAT2ACT,,,,35,35,,36
163501,SAT2ACT,670,730,1400,,,,
163502,SAT2ACT,,,,29,25,,31
163506,SAT2ACT,570,600,1170,,,,
163531,SAT2ACT,710,750,1460,,,,
163547,SAT2ACT,670,670,1310,,,,
163553,SAT2ACT,670,740,1410,,,,
163595,SAT2ACT,710,780,1470,,,,
163632,SAT2ACT,690,660,1330,,,,
163642,SAT2ACT,510,540,1050,,,,
163724,SAT2ACT,660,780,1440,30,26,,33
163732,SAT2ACT,680,800,1480,34,35,,36
163738,SAT2ACT,650,640,1290,,,,
163747,SAT2ACT,,,,34,30,,36
163762,SAT2ACT,620,710,1300,,,,
163765,SAT2ACT,610,740,1350,29,30,,33
163768,SAT2ACT,,,,27,27,,29
163781,SAT2ACT,560,630,1190,,,,
163807,SAT2ACT,580,550,1130,22,20,,24
163826,SAT2ACT,660,650,1310,27,25,,28
163836,SAT2ACT,570,600,1170,27,28,,27
163882,SAT2ACT,640,700,1340,32,35,,31
163896,SAT2ACT,630,690,1320,31,29,,31
163897,SAT2ACT,590,620,1170,,,,
163931,SAT2ACT,650,680,1320,,,,
163933,SAT2ACT,,,,34,36,,35
163936,SAT2ACT,670,660,1330,30,24,,28
163959,SAT2ACT,670,760,1430,32,30,,34
163965,SAT2ACT,710,700,1400,31,34,,28
163974,SAT2ACT,700,800,1500,33,31,,35
163987,SAT2ACT,720,790,1510,28,34,,27
164007,SAT2ACT,660,640,1300,31,34,,32
164019,SAT2ACT,690,790,1430,,,,
164068,SAT2ACT,,,,31,31,,32
164130,SAT2ACT,730,770,1500,,,,
164160,SAT2ACT,750,800,1540,,,,
164173,SAT2ACT,,,,32,34,,29
164194,SAT2ACT,560,620,1180,,,,
164203,SAT2ACT,770,770,1540,,,,
164231,SAT2ACT,640,650,1290,28,29,,31
164287,SAT2ACT,,,,29,28,,28
164289,SAT2ACT,620,770,1390,,,,
164290,SAT2ACT,,,,30,25,,33
164297,SAT2ACT,680,660,1340,,,,
164323,SAT2ACT,700,700,1390,,,,
164338,SAT2ACT,610,780,1350,,,,
164339,SAT2ACT,720,780,1500,35,35,,34
164379,SAT2ACT,740,750,1490,35,36,,36
164383,SAT2ACT,,,,33,35,,32
164404,SAT2ACT,,,,33,33,,33
164432,SAT2ACT,670,790,1430,,,,
164439,SAT2ACT,660,630,1280,26,23,,24
164440,SAT2ACT,670,670,1340,,,,
164451,SAT2ACT,660,660,1320,,,,
164471,SAT2ACT,710,750,1460,,,,
164472,SAT2ACT,710,700,1410,,,,
164477,SAT2ACT,680,750,1430,30,29,,27
164508,SAT2ACT,,,,25,31,,27
164525,SAT2ACT,520,750,1270,,,,
164561,SAT2ACT,720,760,1480,34,36,,34
164597,SAT2ACT,680,780,1460,,,,
164655,SAT2ACT,,,,34,35,,33
164656,SAT2ACT,,,,32,35,,35
164682,SAT2ACT,,,,30,29,,27
164694,SAT2ACT,740,750,1490,,,,
164716,SAT2ACT,670,800,1450,,,,
164744,SAT2ACT,600,800,1370,,,,
164762,SAT2ACT,710,750,1430,,,,
164771,SAT2ACT,670,720,1390,,,,
164833,SAT2ACT,,,,30,29,,32
164874,SAT2ACT,540,630,1170,,,,
164895,SAT2ACT,650,610,1260,,,,
164912,SAT2ACT,710,800,1510,,,,
164934,SAT2ACT,,,,33,30,,35
164935,SAT2ACT,590,610,1200,23,23,,26
164945,SAT2ACT,680,780,1450,,,,
164956,SAT2ACT,,,,30,26,,28
165050,SAT2ACT,760,780,1540,,,,
165125,SAT2ACT,660,720,1380,,,,
165129,SAT2ACT,660,710,1340,30,23,,35
165144,SAT2ACT,,,,29,29,,30
165210,SAT2ACT,640,780,1410,,,,
165267,SAT2ACT,,,,30,34,,28
165271,SAT2ACT,740,740,1460,,,,
165300,SAT2ACT,560,770,1330,31,30,,33
165306,SAT2ACT,650,790,1390,,,,
165341,SAT2ACT,670,790,1450,,,,
165344,SAT2ACT,660,800,1380,,,,
165372,SAT2ACT,,,,34,33,,31
165393,SAT2ACT,650,780,1430,,,,
165410,SAT2ACT,620,770,1390,,,,
165426,SAT2ACT,690,780,1470,,,,
165451,SAT2ACT,,,,28,29,,27
165459,SAT2ACT,,,,33,32,,36
165462,SAT2ACT,720,770,1490,,,,
165465,SAT2ACT,680,740,1420,28,34,,28
165486,SAT2ACT,,,,32,29,,34
165593,SAT2ACT,,,,32,33,,34
165601,SAT2ACT,670,770,,31,31,,34
165606,SAT2ACT,650,770,1420,,,,
165619,SAT2ACT,590,760,1350,,,,
165630,SAT2ACT,600,800,1400,,,,
165632,SAT2ACT,660,630,1290,28,33,,27
165635,SAT2ACT,730,800,1530,,,,
165643,SAT2ACT,690,660,1350,,,,
165647,SAT2ACT,620,640,1260,,,,
165663,SAT2ACT,,,,29,30,,33
165666,SAT2ACT,790,730,1480,34,36,,28
165669,SAT2ACT,,,,32,35,,29
165693,SAT2ACT,720,800,1470,,,,
165753,SAT2ACT,680,780,1380,,,,
165808,SAT2ACT,660,660,1320,,,,
165870,SAT2ACT,650,690,1320,,,,
166026,SAT2ACT,640,700,1340,,,,
166037,SAT2ACT,640,610,1250,26,26,,27
166065,SAT2ACT,740,790,1530,,,,
166074,SAT2ACT,750,750,1500,32,34,,28
166081,SAT2ACT,720,720,1430,,,,
166094,SAT2ACT,640,680,1310,,,,
166100,SAT2ACT,720,790,1510,34,31,,35
166117,SAT2ACT,660,740,1400,33,31,,35
166128,SAT2ACT,660,660,1280,,,,
166136,SAT2ACT,660,750,1390,,,,
166145,SAT2ACT,670,610,1280,,,,
166153,SAT2ACT,630,690,1320,,,,
166162,SAT2ACT,720,780,1440,,,,
166164,SAT2ACT,690,740,1400,,,,
166218,SAT2ACT,730,730,1460,,,,
166225,SAT2ACT,690,750,1440,30,31,,35
166261,SAT2ACT,780,800,1580,35,36,,35
166276,SAT2ACT,,,,35,35,,35
166283,SAT2ACT,700,740,1440,29,29,,31
166295,SAT2ACT,720,740,1440,33,35,,31
166306,SAT2ACT,710,780,1490,,,,
166311,SAT2ACT,750,740,1490,33,36,,33
166327,SAT2ACT,700,740,1440,,,,
166353,SAT2ACT,,,,34,35,,32
166361,SAT2ACT,670,780,1450,,,,
166440,SAT2ACT,700,790,1490,,,,
166461,SAT2ACT,680,630,1280,,,,
166496,SAT2ACT,620,770,1380,,,,
166505,SAT2ACT,720,640,1360,30,31,,27
166558,SAT2ACT,,,,32,36,,34
166564,SAT2ACT,,,,31,34,,35
166597,SAT2ACT,,,,25,26,,28
166651,SAT2ACT,570,540,1080,,,,
166661,SAT2ACT,600,570,1170,,,,
166676,SAT2ACT,,,,35,36,,34
166711,SAT2ACT,690,790,1480,,,,
166720,SAT2ACT,,,,34,34,,36
166758,SAT2ACT,620,780,1400,,,,
166759,SAT2ACT,700,790,1490,,,,
166774,SAT2ACT,670,770,1440,,,,
166785,SAT2ACT,700,690,1370,31,28,,31
166828,SAT2ACT,650,620,1230,,,,
166829,SAT2ACT,,,,35,36,,35
166872,SAT2ACT,660,690,1350,30,33,,28
166879,SAT2ACT,710,780,1440,33,28,,33
166910,SAT2ACT,,,,31,34,,33
166921,SAT2ACT,,,,28,32,,27
166922,SAT2ACT,710,710,1420,,,,
166960,SAT2ACT,710,700,1410,34,35,,35
167006,SAT2ACT,680,760,1440,,,,
167060,SAT2ACT,,,,34,35,,34
167068,SAT2ACT,710,760,1470,34,36,,31
167073,SAT2ACT,640,610,1220,,,,
167084,SAT2ACT,590,690,1230,,,,
167085,SAT2ACT,680,790,1450,,,,
167123,SAT2ACT,,,,27,29,,32
167128,SAT2ACT,710,790,1500,33,36,,36
167131,SAT2ACT,760,790,1550,,,,
167136,SAT2ACT,580,660,1240,,,,
167149,SAT2ACT,,,,35,35,,36
167157,SAT2ACT,,,,33,36,,30
167182,SAT2ACT,720,790,1510,,,,
167224,SAT2ACT,,,,34,35,,35
167268,SAT2ACT,,,,28,29,,30
167275,SAT2ACT,500,570,1070,,,,
167282,SAT2ACT,630,620,1250,23,23,,26
167310,SAT2ACT,700,770,1470,33,30,,32
167313,SAT2ACT,670,700,1370,,,,
167322,SAT2ACT,660,790,1450,30,30,,29
167340,SAT2ACT,600,630,1230,28,30,,28
167370,SAT2ACT,,,,32,30,,32
167373,SAT2ACT,660,790,1440,,,,
167396,SAT2ACT,,,,31,33,,33
167400,SAT2ACT,620,680,1300,26,24,,30
167417,SAT2ACT,730,800,1530,,,,
167418,SAT2ACT,690,790,1480,32,34,,35
167483,SAT2ACT,700,740,1400,,,,
167494,SAT2ACT,660,740,1400,,,,
167498,SAT2ACT,,,,34,35,,30
167500,SAT2ACT,720,800,1520,,,,
167509,SAT2ACT,660,680,1340,29,30,,27
167564,SAT2ACT,650,800,1440,,,,
167569,SAT2ACT,,,,34,32,,35
167572,SAT2ACT,,,,33,31,,33
167590,SAT2ACT,670,590,1260,,,,
167591,SAT2ACT,,,,28,29,,29
167614,SAT2ACT,720,680,1400,,,,
167629,SAT2ACT,690,670,1360,33,34,,29
167644,SAT2ACT,750,800,1500,,,,
167659,SAT2ACT,,,,34,35,,36
167667,SAT2ACT,720,740,1460,32,29,,33
167671,SAT2ACT,740,760,1460,,,,
167674,SAT2ACT,630,770,1390,31,30,,36
167745,SAT2ACT,690,720,1410,,,,
167752,SAT2ACT,770,760,1530,30,33,,34
167796,SAT2ACT,580,640,1220,25,20,,28
167817,SAT2ACT,600,740,1340,27,23,,30
167827,SAT2ACT,,,,31,34,,35
167880,SAT2ACT,770,760,1530,,,,
167883,SAT2ACT,680,710,1380,34,35,,35
167946,SAT2ACT,690,680,1370,,,,
167969,SAT2ACT,630,770,1400,,,,
168010,SAT2ACT,660,750,1410,,,,
168013,SAT2ACT,690,790,1480,,,,
168021,SAT2ACT,750,770,1510,33,34,,29
168024,SAT2ACT,690,710,1400,34,36,,36
168028,SAT2ACT,680,750,1400,33,35,,36
168030,SAT2ACT,640,720,1340,,,,
168053,SAT2ACT,690,790,1480,32,32,,36
168057,SAT2ACT,670,600,1270,28,30,,30
168082,SAT2ACT,,,,27,27,,23
168084,SAT2ACT,750,780,1530,,,,
168100,SAT2ACT,,,,31,34,,32
168126,SAT2ACT,680,750,1410,,,,
168132,SAT2ACT,,,,30,33,,29
168153,SAT2ACT,720,690,1410,,,,
168201,SAT2ACT,620,670,1280,,,,
168298,SAT2ACT,730,760,1490,,,,
168315,SAT2ACT,740,720,1460,32,36,,28
168385,SAT2ACT,,,,27,26,,35
168398,SAT2ACT,640,660,1300,,,,
168404,SAT2ACT,680,770,1450,,,,
168421,SAT2ACT,560,790,1340,,,,
168438,SAT2ACT,,,,34,32,,35
168444,SAT2ACT,760,770,1530,,,,
168479,SAT2ACT,700,790,1470,34,36,,33
168483,SAT2ACT,660,650,1310,,,,
168484,SAT2ACT,720,700,1420,,,,
168504,SAT2ACT,700,700,1400,,,,
168534,SAT2ACT,560,620,1150,,,,
168624,SAT2ACT,,,,33,33,,33
168627,,,,,,,,
168639,SAT2ACT,,,,33,30,,35
168649,SAT2ACT,660,780,1440,33,36,,35
168686,SAT2ACT,680,640,1320,,,,
168717,SAT2ACT,630,700,1330,32,34,,32
168733,SAT2ACT,760,710,1440,33,35,,27
168741,SAT2ACT,580,580,1160,23,24,,24
168793,SAT2ACT,670,660,1330,31,28,,30
168796,SAT2ACT,690,750,1420,,,,
168797,SAT2ACT,,,,30,29,,33
168885,SAT2ACT,,,,35,35,,34
168889,SAT2ACT,,,,34,35,,36
168910,SAT2ACT,,,,31,33,,30
168923,SAT2ACT,680,650,1330,26,24,,24
168928,SAT2ACT,700,720,1420,,,,
168939,SAT2ACT,610,670,1280,,,,
168951,SAT2ACT,670,730,1390,,,,
168954,SAT2ACT,650,790,1440,,,,
168956,SAT2ACT,690,730,1420,,,,
168960,SAT2ACT,690,750,1390,,,,
168965,SAT2ACT,730,740,1470,33,36,,31
168978,SAT2ACT,640,670,1310,,,,
169012,SAT2ACT,,,,24,23,,26
169017,SAT2ACT,,,,28,25,,29
169019,SAT2ACT,760,770,1530,35,32,,35
169024,SAT2ACT,710,800,,,,,
169044,SAT2ACT,640,790,1410,,,,
169067,SAT2ACT,650,750,1310,,,,
169069,SAT2ACT,690,790,1480,,,,
169101,SAT2ACT,,,,35,34,,35
169144,SAT2ACT,700,790,1400,,,,
169147,SAT2ACT,750,790,1540,,,,
169169,SAT2ACT,660,800,1460,,,,
169187,SAT2ACT,,,,30,32,,28
169192,SAT2ACT,640,770,1410,31,30,,35
169201,SAT2ACT,650,660,1310,,,,
169202,SAT2ACT,640,730,1370,32,25,,34
169225,SAT2ACT,690,750,1440,29,33,,29
169229,SAT2ACT,680,690,1370,,,,
169230,SAT2ACT,,,,34,35,,33
169240,SAT2ACT,600,800,1360,,,,
169247,SAT2ACT,640,700,1250,,,,
169251,SAT2ACT,720,710,1430,,,,
169260,SAT2ACT,720,800,1500,,,,
169281,SAT2ACT,710,800,1500,,,,
169292,SAT2ACT,680,780,1410,,,,
169302,SAT2ACT,750,790,1540,35,35,,35
169321,SAT2ACT,750,760,1510,,,,
169325,SAT2ACT,710,790,1480,,,,
169336,SAT2ACT,750,740,1490,31,34,,29
169339,SAT2ACT,770,750,1490,,,,
169358,SAT2ACT,,,,33,34,,35
169385,SAT2ACT,530,570,1100,,,,
169426,SAT2ACT,690,700,1390,,,,
169447,SAT2ACT,730,800,1530,,,,
169452,SAT2ACT,630,710,1340,27,23,,28
169492,SAT2ACT,670,770,1440,,,,
169503,SAT2ACT,640,790,1430,,,,
169507,SAT2ACT,750,790,1540,,,,
169557,SAT2ACT,,,,34,35,,33
169582,SAT2ACT,660,690,1350,,,,
169590,SAT2ACT,,,,33,34,,34
169603,SAT2ACT,720,790,1510,,,,
169660,SAT2ACT,700,790,1490,,,,
169668,SAT2ACT,,,,30,33,,32
169681,SAT2ACT,,,,34,36,,33
169687,SAT2ACT,730,710,1440,,,,
169702,SAT2ACT,720,790,1490,,,,
169723,SAT2ACT,620,780,1390,,,,
169757,SAT2ACT,730,720,1420,34,35,,29
169764,SAT2ACT,650,630,1250,,,,
169769,SAT2ACT,720,800,1520,34,28,,35
169771,SAT2ACT,670,690,1360,31,32,,34
169781,SAT2ACT,,,,32,34,,29
169789,SAT2ACT,670,680,1350,31,31,,30
169790,SAT2ACT,630,680,1300,,,,
169807,SAT2ACT,710,790,1500,,,,
169860,SAT2ACT,,,,25,23,,27
169901,SAT2ACT,740,790,1500,34,36,,34
169930,SAT2ACT,680,710,1360,,,,
169931,SAT2ACT,700,730,1420,31,35,,29
169947,,,,,,,,
169985,SAT2ACT,700,800,1500,,,,
170037,SAT2ACT,,,,30,23,,30
170057,SAT2ACT,,,,34,34,,35
170072,SAT2ACT,720,800,1520,,,,
170077,SAT2ACT,740,790,1530,,,,
170090,SAT2ACT,700,750,1440,,,,
170093,SAT2ACT,630,790,1420,,,,
170097,SAT2ACT,570,780,1350,,,,
170098,SAT2ACT,,,,33,34,,33
170100,SAT2ACT,740,690,1430,,,,
170122,SAT2ACT,600,710,1310,,,,
