Key,CONFIDENTIALITY_IND,GENDER,GENDER_DESC,REPORTING_ETHNICITY_CODE,REPORTING_ETHNICITY,UNDERREPRESENTED_MINORITY_IND,ADMISSIONS_ATTRIBUTE,ADMISSIONS_ATTRIBUTE_DESC,RESIDENCY,RESIDENCY_DESC,ADDRESS_RULE,COUNTY,COUNTY_DESC,STATE_PROVINCE,STATE_PROVINCE_DESC,NATION,NATION_DESC
078688,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,13121,Fulton,GA,Georgia,,
078698,N,M,Male,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18065,Henry,IN,Indiana,,
078724,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
078737,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18013,Brown,IN,Indiana,,
078754,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,26125,Oakland,MI,Michigan,,
078766,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,29107,Lafayette,MO,Missouri,,
078771,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,25017,Middlesex,MA,Massachusetts,,
078804,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18141,St Joseph,IN,Indiana,,
078810,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06037,Los Angeles,CA,California,,
078859,N,F,Female,Y,Hispanic/Latino,Y,A1GS,1st Generation Student,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
078887,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,36119,Westchester,NY,New York,,
078906,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,12086,Miami-Dade,FL,Florida,,
078923,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17167,Sangamon,IL,Illinois,,
078931,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
079003,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,,,IL,Illinois,,
079023,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
079026,N,F,Female,D,Asian,N,,,R,Resident,PERMADDR,18141,St Joseph,IN,Indiana,,
079043,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18141,St Joseph,IN,Indiana,,
079046,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,26139,Ottawa,MI,Michigan,,
079089,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
079094,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,,,PR,Puerto Rico,PR,Puerto Rico
079124,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,12099,Palm Beach,FL,Florida,,
079136,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
079149,N,M,Male,D,Asian,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,17043,Dupage,IL,Illinois,,
079164,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,26161,Washtenaw,MI,Michigan,,
079180,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,18157,Tippecanoe,IN,Indiana,,
079202,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,04013,Maricopa,AZ,Arizona,,
079216,N,M,Male,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18039,Elkhart,IN,Indiana,,
079238,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,24031,Montgomery,MD,Maryland,,
079243,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,17119,Madison,IL,Illinois,,
079284,N,F,Female,X,2 or more races,N,,,N,Non-Resident,PERMADDR,,,IN,Indiana,US,United States
079297,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18141,St Joseph,IN,Indiana,,
079339,N,M,Male,X,2 or more races,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18105,Monroe,IN,Indiana,,
079351,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,,
079359,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,41067,Washington,OR,Oregon,,
079361,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
079379,N,F,Female,D,Asian,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,66010,Guam,GU,Guam,,
079383,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
079484,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,22073,Ouachita,LA,Louisiana,,
079555,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,17089,Kane,IL,Illinois,,
079556,N,M,Male,C,Black or African American,Y,,,N,Non-Resident,PERMADDR,24033,Prince Georges,MD,Maryland,,
079705,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,72127,San Juan,PR,Puerto Rico,,
079707,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,,
079728,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
079731,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,53033,King,WA,Washington,,
079738,N,F,Female,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,17031,Cook,IL,Illinois,,
079756,N,M,Male,Z,Unknown,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,41029,Jackson,OR,Oregon,,
079763,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,SA,Saudi Arabia
079788,N,F,Female,X,2 or more races,Y,,,N,Non-Resident,PERMADDR,48113,Dallas,TX,Texas,,
079807,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,06111,Ventura,CA,California,,
079812,N,M,Male,Z,Unknown,N,,,N,Non-Resident,PERMADDR,53033,King,WA,Washington,,
079830,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06001,Alameda,CA,California,,
079892,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,27053,Hennepin,MN,Minnesota,,
079902,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18141,St Joseph,IN,Indiana,,
079934,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06059,Orange,CA,California,,
079945,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18141,St Joseph,IN,Indiana,,
079983,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17043,Dupage,IL,Illinois,,
079990,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,41067,Washington,OR,Oregon,US,United States
079998,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,29189,Saint Louis,MO,Missouri,,
080003,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,06037,Los Angeles,CA,California,,
080066,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,46127,Union,SD,South Dakota,,
080173,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CO,Colombia
080180,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06071,San Bernardino,CA,California,,
080208,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,06037,Los Angeles,CA,California,,
080212,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
080271,N,M,Male,Y,Hispanic/Latino,Y,A1GS,1st Generation Student,R,Resident,PERMADDR,18091,La Porte,IN,Indiana,,
080530,N,F,Female,X,2 or more races,N,,,N,Non-Resident,PERMADDR,06111,Ventura,CA,California,,
080625,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,VN,Vietnam
080664,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,27163,Washington,MN,Minnesota,,
080671,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
080683,N,M,Male,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18089,Lake,IN,Indiana,,
080704,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18163,Vanderburgh,IN,Indiana,,
080709,N,M,Male,I,International,N,,,F,Foreign,,,,,,,
080773,N,F,Female,Y,Hispanic/Latino,Y,A1GS,1st Generation Student,R,Resident,PERMADDR,17031,Cook,IL,Illinois,,
080778,N,M,Male,X,2 or more races,N,,,N,Non-Resident,PERMADDR,42017,Bucks,PA,Pennsylvania,,
080874,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,10003,New Castle,DE,Delaware,,
080877,N,F,Female,X,2 or more races,N,,,N,Non-Resident,PERMADDR,45091,York,SC,South Carolina,,
080886,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18127,Porter,IN,Indiana,,
080933,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
080934,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,06099,Stanislaus,CA,California,US,United States
081074,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,47093,Knox,TN,Tennessee,,
081120,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18039,Elkhart,IN,Indiana,,
081307,N,M,Male,X,2 or more races,N,,,R,Resident,PERMADDR,18005,Bartholomew,IN,Indiana,,
081397,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,18157,Tippecanoe,IN,Indiana,,
081471,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,VN,Vietnam
081630,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17111,McHenry,IL,Illinois,,
081636,N,M,Male,D,Asian,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,34003,Bergen,NJ,New Jersey,,
081646,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
081719,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,17197,Will,IL,Illinois,,
081800,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18011,Boone,IN,Indiana,,
081843,N,M,Male,C,Black or African American,Y,A1GS,1st Generation Student,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
082118,N,M,Male,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18023,Clinton,IN,Indiana,,
082404,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,42003,Allegheny,PA,Pennsylvania,,
082630,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,SA,Saudi Arabia
082665,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,PA,Panama
082677,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,19129,Mills,IA,Iowa,,
082820,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,29189,Saint Louis,MO,Missouri,,
082917,N,F,Female,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,48039,Brazoria,TX,Texas,,
082973,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18081,Johnson,IN,Indiana,,
083117,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,BO,Bolivia
083210,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17031,Cook,IL,Illinois,,
083274,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,41067,Washington,OR,Oregon,,
083286,N,F,Female,X,2 or more races,Y,,,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
083312,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
083675,N,F,Female,Z,Unknown,N,,,N,Non-Resident,PERMADDR,42091,Montgomery,PA,Pennsylvania,,
083684,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18039,Elkhart,IN,Indiana,,
083744,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,48201,Harris,TX,Texas,,
083851,N,M,Male,Y,Hispanic/Latino,Y,,,R,Resident,PERMADDR,18105,Monroe,IN,Indiana,,
083946,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,KW,Kuwait
083950,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
083963,N,F,Female,D,Asian,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,42011,Berks,PA,Pennsylvania,,
083972,N,M,Male,B,White,N,,,R,Resident,PERMADDR,10003,New Castle,DE,Delaware,,
083980,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,39061,Hamilton,OH,Ohio,,
084002,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,48201,Harris,TX,Texas,,
084019,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,47037,Davidson,TN,Tennessee,,
084052,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,GT,Guatemala
084063,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,,
084100,N,F,Female,D,Asian,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,US,United States
084437,N,F,Female,X,2 or more races,Y,,,N,Non-Resident,PERMADDR,17043,Dupage,IL,Illinois,,
084467,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
084710,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
084718,N,F,Female,Y,Hispanic/Latino,Y,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,24033,Prince Georges,MD,Maryland,,
084757,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,21067,Fayette,KY,Kentucky,,
084865,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,48453,Travis,TX,Texas,,
084879,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,47187,Williamson,TN,Tennessee,,
084889,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,41027,Hood River,OR,Oregon,,
084946,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,,,,,DO,Dominican Republic
085554,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
085603,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,04013,Maricopa,AZ,Arizona,,
085655,N,M,Male,C,Black or African American,Y,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,51550,Chesapeake City,VA,Virginia,,
085667,N,M,Male,Z,Unknown,N,,,N,Non-Resident,PERMADDR,39093,Lorain,OH,Ohio,,
085759,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,39095,Lucas,OH,Ohio,,
086184,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18089,Lake,IN,Indiana,,
086191,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,,
086211,N,F,Female,D,Asian,N,,,R,Resident,PERMADDR,18071,Jackson,IN,Indiana,,
086240,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,08031,Denver,CO,Colorado,,
086285,N,F,Female,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
086293,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,34035,Somerset,NJ,New Jersey,,
086300,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17089,Kane,IL,Illinois,,
086301,N,M,Male,X,2 or more races,N,,,N,Non-Resident,PERMADDR,17043,Dupage,IL,Illinois,,
086357,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,,
086549,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,34025,Monmouth,NJ,New Jersey,,
086561,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,13121,Fulton,GA,Georgia,,
087019,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,,,,,KR,Republic of Korea
087174,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,AR,Argentina
087198,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18119,Owen,IN,Indiana,,
087199,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,12095,Orange,FL,Florida,,
087202,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,51059,Fairfax,VA,Virginia,,
087213,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
087376,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
087437,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,09009,New Haven,CT,Connecticut,,
087438,N,F,Female,B,White,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,,
087684,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,18157,Tippecanoe,IN,Indiana,,
087874,N,M,Male,C,Black or African American,Y,,,N,Non-Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
087884,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,21185,Oldham,KY,Kentucky,,
087998,N,M,Male,D,Asian,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,US,United States
088009,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
088025,N,F,Female,B,White,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,26021,Berrien,MI,Michigan,,
088054,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,06081,San Mateo,CA,California,,
088065,N,M,Male,X,2 or more races,Y,,,N,Non-Resident,PERMADDR,05007,Benton,AR,Arkansas,,
088080,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
088107,N,M,Male,B,White,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,06059,Orange,CA,California,,
088122,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,,
088349,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,PH,Philippines
088397,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18011,Boone,IN,Indiana,,
088660,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18127,Porter,IN,Indiana,,
089224,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
089228,N,M,Male,C,Black or African American,Y,,,R,Resident,PERMADDR,48121,Denton,TX,Texas,,
089274,N,M,Male,X,2 or more races,N,,,N,Non-Resident,PERMADDR,48121,Denton,TX,Texas,,
089682,N,M,Male,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18141,St Joseph,IN,Indiana,,
089687,N,M,Male,C,Black or African American,Y,,,N,Non-Resident,PERMADDR,48491,Williamson,TX,Texas,,
089706,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,18157,Tippecanoe,IN,Indiana,,
089710,N,F,Female,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,48201,Harris,TX,Texas,,
089821,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,36061,New York,NY,New York,US,United States
089833,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,17031,Cook,IL,Illinois,,
089872,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
090565,N,F,Female,X,2 or more races,Y,,,N,Non-Resident,PERMADDR,36027,Dutchess,NY,New York,,
091317,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,37119,Mecklenburg,NC,North Carolina,,
091361,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,36103,Suffolk,NY,New York,,
091381,N,F,Female,X,2 or more races,N,,,N,Non-Resident,PERMADDR,,,,,LT,Lithuania
091382,N,M,Male,D,Asian,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,39049,Franklin,OH,Ohio,,
091384,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,MM,Burma
091393,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,TH,Thailand
091417,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
091466,N,M,Male,C,Black or African American,Y,,,N,Non-Resident,PERMADDR,,,,,ET,Ethiopia
091496,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,39061,Hamilton,OH,Ohio,,
091593,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,55079,Milwaukee,WI,Wisconsin,,
091602,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,42101,Philadelphia,PA,Pennsylvania,,
091609,N,F,Female,C,Black or African American,Y,,,N,Non-Resident,PERMADDR,48439,Tarrant,TX,Texas,,
091626,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06059,Orange,CA,California,,
091639,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,11001,District Of Columbia,DC,District of Columbia,,
091890,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,TH,Thailand
091946,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,42101,Philadelphia,PA,Pennsylvania,,
091948,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,42091,Montgomery,PA,Pennsylvania,,
091992,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,ID,Indonesia
092018,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,36061,New York,NY,New York,US,United States
092041,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
092045,N,M,Male,D,Asian,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,48201,Harris,TX,Texas,,
092077,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,12109,Saint Johns,FL,Florida,US,United States
093203,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
093371,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17043,Dupage,IL,Illinois,,
093401,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18051,Gibson,IN,Indiana,,
093492,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
094533,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
094592,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,26099,Macomb,MI,Michigan,,
094935,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,EG,Egypt
094958,N,M,Male,X,2 or more races,N,,,N,Non-Resident,PERMADDR,42029,Chester,PA,Pennsylvania,,
095225,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,36027,Dutchess,NY,New York,,
095347,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,BR,Brazil
095351,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,17073,Henry,IL,Illinois,,
095391,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,48085,Collin,TX,Texas,,
095395,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,06037,Los Angeles,CA,California,,
095420,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18039,Elkhart,IN,Indiana,,
095430,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
095981,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18003,Allen,IN,Indiana,,
096216,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18097,Marion,IN,Indiana,,
096218,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,29189,Saint Louis,MO,Missouri,,
096237,N,M,Male,D,Asian,N,A1GS,1st Generation Student,N,Non-Resident,PERMADDR,51059,Fairfax,VA,Virginia,,
096258,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,08059,Jefferson,CO,Colorado,,
096278,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
096280,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,06013,Contra Costa,CA,California,,
096390,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,KR,Republic of Korea
096397,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,15003,Honolulu,HI,Hawaii,,
096555,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,ID,Indonesia
096610,N,F,Female,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,IN,Indiana,US,United States
096620,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,ES,Spain
096630,N,F,Female,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,06053,Monterey,CA,California,,
096671,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
096676,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
096686,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,,,,,BR,Brazil
096689,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
096691,N,F,Female,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18119,Owen,IN,Indiana,,
096738,N,F,Female,B,White,N,,,R,Resident,PERMADDR,18057,Hamilton,IN,Indiana,,
096848,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,48439,Tarrant,TX,Texas,,
096878,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18141,St Joseph,IN,Indiana,,
096896,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,06111,Ventura,CA,California,,
096939,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,34003,Bergen,NJ,New Jersey,,
096951,N,M,Male,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,,,,,KR,Republic of Korea
096964,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06013,Contra Costa,CA,California,,
096979,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,06059,Orange,CA,California,,
097051,N,F,Female,B,White,N,A1GS,1st Generation Student,R,Resident,PERMADDR,18063,Hendricks,IN,Indiana,,
097097,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,24031,Montgomery,MD,Maryland,,
097154,N,F,Female,Y,Hispanic/Latino,Y,,,N,Non-Resident,PERMADDR,72025,Caguas,PR,Puerto Rico,,
097210,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,CN,China
097314,N,M,Male,X,2 or more races,Y,,,N,Non-Resident,PERMADDR,06037,Los Angeles,CA,California,,
097315,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,TN,Tunisia
097317,N,M,Male,B,White,N,,,R,Resident,PERMADDR,18157,Tippecanoe,IN,Indiana,,
097376,N,F,Female,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,CN,China
097389,N,F,Female,I,International,N,,,F,Foreign,PERMADDR,34035,Somerset,NJ,New Jersey,US,United States
097408,N,F,Female,B,White,N,,,N,Non-Resident,PERMADDR,50007,Chittenden,VT,Vermont,,
097459,N,M,Male,I,International,N,A1GS,1st Generation Student,F,Foreign,PERMADDR,,,,,VN,Vietnam
097469,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,36047,Kings,NY,New York,,
097482,N,F,Female,D,Asian,N,,,N,Non-Resident,PERMADDR,06085,Santa Clara,CA,California,,
097540,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,51107,Loudoun,VA,Virginia,,
097551,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,TR,Turkey
097595,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,SA,Saudi Arabia
097602,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,AU,Australia
097735,N,F,Female,D,Asian,N,,,R,Resident,PERMADDR,18127,Porter,IN,Indiana,,
097782,N,M,Male,D,Asian,N,,,N,Non-Resident,PERMADDR,06059,Orange,CA,California,,
097792,N,M,Male,I,International,N,,,F,Foreign,PERMADDR,,,,,IN,India
097796,N,M,Male,B,White,N,,,N,Non-Resident,PERMADDR,42101,Philadelphia,PA,Pennsylvania,,
