PUID_SIX,ACADEMIC_PERIOD,TRANSFER_COURSE_INSTITUTION,TRANSFER_COURSE_INST_DESC,COURSE_IDENTIFICATION,COURSE_TITLE_SHORT,TRANSFER_COURSE_IND,CREDITS_EARNED
239366,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
239366,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
239366,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
239399,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
239405,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
239405,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
239405,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
239406,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
239406,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
239406,202030,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
239431,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
239437,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
239437,202010,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
239437,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
239437,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
239491,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
239491,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
239509,202030,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
239509,202110,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
239523,,,,,,,
239524,,,,,,,
239578,,,,,,,
239585,,,,,,,
239596,,,,,,,
239639,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
239639,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
239639,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
239639,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
239641,,,,,,,
239655,,,,,,,
239656,,,,,,,
239690,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
239690,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
239690,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
239718,,,,,,,
239721,,,,,,,
239738,,,,,,,
239770,,,,,,,
239814,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
239814,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
239818,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
239818,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
239818,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
239826,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
239826,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
239826,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
239826,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
239835,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
239835,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
239835,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
239872,,,,,,,
239883,,,,,,,
239891,,,,,,,
239954,,,,,,,
239955,,,,,,,
239995,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
239995,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
239995,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
239995,202030,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
240008,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240008,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
240015,,,,,,,
240016,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
240016,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
240024,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240024,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
240024,202030,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
240037,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240037,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
240045,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240061,,,,,,,
240075,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240075,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
240075,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
240075,202030,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
240080,,,,,,,
240109,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240109,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
240109,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
240109,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
240142,,,,,,,
240150,,,,,,,
240166,,,,,,,
240179,,,,,,,
240194,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
240194,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
240224,,,,,,,
240226,,,,,,,
240230,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
240230,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
240238,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
240240,,,,,,,
240263,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240263,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
240263,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
240300,,,,,,,
240302,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
240315,,,,,,,
240338,,,,,,,
240351,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240351,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
240413,,,,,,,
240442,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
240478,,,,,,,
240488,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
240488,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
240493,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240500,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240518,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240518,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
240518,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
240518,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
240528,,,,,,,
240557,,,,,,,
240603,,,,,,,
240636,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
240636,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
240682,,,,,,,
240761,,,,,,,
240779,,,,,,,
240801,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
240842,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
240842,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
240862,,,,,,,
240867,,,,,,,
240883,,,,,,,
240976,,,,,,,
240979,,,,,,,
240980,,,,,,,
240983,,,,,,,
241024,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
241024,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
241034,,,,,,,
241041,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
241041,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
241049,,,,,,,
241050,,,,,,,
241063,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241063,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
241063,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
241063,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
241095,,,,,,,
241114,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
241117,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
241117,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
241117,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
241117,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241135,202110,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
241139,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
241139,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
241139,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241140,,,,,,,
241152,,,,,,,
241178,,,,,,,
241196,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
241240,,,,,,,
241247,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
241247,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
241264,,,,,,,
241267,,,,,,,
241268,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
241268,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
241268,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
241268,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241304,,,,,,,
241362,,,,,,,
241432,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
241432,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241448,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
241448,202030,99ADPL,Advance Placement - CEEB,PHYS17200,Modern Mechanics,Y,4
241448,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241487,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
241487,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241549,,,,,,,
241577,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
241577,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241674,,,,,,,
241692,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
241692,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241697,,,,,,,
241709,,,,,,,
241718,,,,,,,
241736,,,,,,,
241746,,,,,,,
241778,,,,,,,
241825,,,,,,,
241849,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
241849,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
241859,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
241859,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
241859,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
241859,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
241859,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241929,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
241929,202030,99ADPL,Advance Placement - CEEB,PHYS17200,Modern Mechanics,Y,4
241957,,,,,,,
241961,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
241961,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
241961,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
241964,,,,,,,
241981,,,,,,,
241995,,,,,,,
241998,,,,,,,
242008,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242008,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
242008,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
242008,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
242028,,,,,,,
242030,,,,,,,
242043,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242043,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
242043,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
242092,,,,,,,
242127,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
242127,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242127,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
242127,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
242127,202030,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
242150,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242150,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
242159,,,,,,,
242167,,,,,,,
242207,,,,,,,
242209,,,,,,,
242247,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
242313,,,,,,,
242325,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
242325,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242325,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
242325,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
242325,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
242377,,,,,,,
242391,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242391,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
242395,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242435,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242435,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
242435,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
242435,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
242470,,,,,,,
242502,,,,,,,
242518,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242547,,,,,,,
242578,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
242578,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
242581,,,,,,,
242584,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
242619,,,,,,,
242623,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
242623,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
242638,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
242638,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
242641,,,,,,,
242654,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
242654,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
242679,,,,,,,
242713,,,,,,,
242728,,,,,,,
242742,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242766,,,,,,,
242898,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
242898,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
242898,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
242925,,,,,,,
242977,,,,,,,
242997,,,,,,,
243031,,,,,,,
243035,,,,,,,
243060,,,,,,,
243095,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243103,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243111,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243116,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243116,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243116,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
243121,202110,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
243136,,,,,,,
243152,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243152,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243152,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
243152,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
243153,,,,,,,
243170,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243170,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243170,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243202,,,,,,,
243203,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243203,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243203,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
243210,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243210,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243210,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
243210,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243211,,,,,,,
243226,,,,,,,
243231,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243302,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243327,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243327,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243342,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243342,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243342,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243411,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243411,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243439,,,,,,,
243456,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
243456,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243460,,,,,,,
243493,,,,,,,
243506,,,,,,,
243507,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243507,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243532,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
243532,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243555,,,,,,,
243680,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
243686,,,,,,,
243710,,,,,,,
243751,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243783,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243783,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
243786,,,,,,,
243807,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243809,,,,,,,
243827,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243827,202010,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243827,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243858,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243858,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243875,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
243875,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
243875,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
243875,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
243905,,,,,,,
243941,,,,,,,
243991,,,,,,,
243993,,,,,,,
243997,202010,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
244159,,,,,,,
244222,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
244253,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
244294,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
244294,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
244316,202010,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
244316,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
244317,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
244317,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
244317,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
244317,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
244322,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
244322,202030,99ADPL,Advance Placement - CEEB,MA1XXXX,Calculus BC,Y,3
244322,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
244322,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
244322,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
244355,,,,,,,
244394,,,,,,,
244416,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
244416,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
244423,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
244423,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
244423,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
244423,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
244431,,,,,,,
244433,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,0
244435,,,,,,,
244438,,,,,,,
244445,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
244478,,,,,,,
244544,,,,,,,
244545,202030,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
244545,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
244546,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
244588,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
244588,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
244588,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
244590,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
244590,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
244590,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
244704,,,,,,,
244711,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
244711,202110,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
244711,202110,99ADPL,Advance Placement - CEEB,PHYS17200,Modern Mechanics,Y,4
244711,202110,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
244739,,,,,,,
244749,,,,,,,
244758,,,,,,,
244827,,,,,,,
244828,,,,,,,
244845,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
244848,,,,,,,
244851,,,,,,,
244869,,,,,,,
244874,,,,,,,
244893,202030,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
244893,202030,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
244893,202030,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
244934,,,,,,,
245010,,,,,,,
245024,,,,,,,
