PUID_SIX,ACADEMIC_PERIOD,TRANSFER_COURSE_INSTITUTION,TRANSFER_COURSE_INST_DESC,COURSE_IDENTIFICATION,COURSE_TITLE_SHORT,TRANSFER_COURSE_IND,CREDITS_EARNED
337242,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
337307,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
337307,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
337307,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
337418,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
337418,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
337418,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
337418,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
337418,202130,99ADPL,Advance Placement - CEEB,PHYS17200,Modern Mechanics,Y,4
337437,,,,,,,
337466,,,,,,,
337487,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
337487,202130,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
337487,202130,99ADPL,Advance Placement - CEEB,PHYS22100,Gen Physics,Y,4
337570,,,,,,,
337619,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
337661,,,,,,,
337709,,,,,,,
337710,202210,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
337752,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
337752,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
337797,,,,,,,
337837,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
337837,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
337837,202130,99ADPL,Advance Placement - CEEB,PHYS17200,Modern Mechanics,Y,4
337932,,,,,,,
337952,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
337979,,,,,,,
337980,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
337980,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
337981,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
337981,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
337981,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
338064,,,,,,,
338067,,,,,,,
338095,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338095,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
338095,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
338097,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338097,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
338107,,,,,,,
338127,,,,,,,
338145,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338145,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
338145,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
338145,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
338218,,,,,,,
338329,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338329,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
338353,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338353,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
338353,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
338435,,,,,,,
338476,,,,,,,
338489,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
338489,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338489,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
338508,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338594,,,,,,,
338726,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
338726,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338726,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
338740,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
338765,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338765,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
338765,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
338871,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338871,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
338917,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
338917,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
338917,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
338917,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
338957,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
338957,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
339048,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
339048,202130,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
339181,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
339317,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
339317,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
339393,,,,,,,
339407,,,,,,,
339523,,,,,,,
339562,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
339600,,,,,,,
339672,,,,,,,
339687,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
339728,,,,,,,
339800,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
339800,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
339872,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
339872,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
339872,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
339872,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
339872,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
339918,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
339918,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
339918,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
339918,202130,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
340025,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340035,202110,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
340035,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
340064,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340064,202210,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
340067,,,,,,,
340146,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340146,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
340146,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
340146,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
340146,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
340146,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
340159,,,,,,,
340162,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340162,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
340162,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
340162,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
340162,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
340220,,,,,,,
340240,,,,,,,
340253,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340253,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
340262,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340262,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
340303,,,,,,,
340372,202130,99ADPL,Advance Placement - CEEB,PHYS17200,Modern Mechanics,Y,4
340372,202130,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
340419,,,,,,,
340431,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340431,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
340479,,,,,,,
340536,,,,,,,
340635,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
340635,202210,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
340689,,,,,,,
340700,202210,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
340700,202210,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
340700,202210,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
340700,202210,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
340719,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340740,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340740,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
340740,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
340747,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
340747,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340756,202110,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
340779,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340779,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
340837,,,,,,,
340868,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340868,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
340868,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
340911,,,,,,,
340992,,,,,,,
340994,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
340994,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
340994,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
341026,,,,,,,
341043,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341043,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
341043,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
341043,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
341050,,,,,,,
341087,,,,,,,
341135,,,,,,,
341201,,,,,,,
341373,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341373,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
341373,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
341373,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
341488,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341488,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
341488,202130,99ADPL,Advance Placement - CEEB,PHYS22100,Gen Physics,Y,4
341521,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341521,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
341574,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341574,202110,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
341574,202130,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
341574,202130,99ADPL,Advance Placement - CEEB,PHYS22100,Gen Physics,Y,4
341629,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341629,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
341629,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
341661,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
341661,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341661,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
341661,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
341711,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
341711,202110,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
341711,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341711,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
341711,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
341711,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
341731,,,,,,,
341753,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
341753,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341753,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
341791,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341791,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
341791,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
341796,,,,,,,
341824,,,,,,,
341840,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
341840,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
341931,,,,,,,
341941,,,,,,,
342083,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
342083,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
342083,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
342083,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
342094,,,,,,,
342108,202210,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
342108,202210,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
342189,,,,,,,
342216,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
342216,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
342216,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
342216,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
342226,,,,,,,
342296,,,,,,,
342322,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
342322,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
342385,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
342385,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
342404,,,,,,,
342466,,,,,,,
342468,,,,,,,
342494,,,,,,,
342501,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
342501,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
342508,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
342575,,,,,,,
342605,,,,,,,
342683,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
342683,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
342746,,,,,,,
342773,,,,,,,
342925,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
342925,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
342940,202210,99ADPL,Advance Placement - CEEB,PHYS22100,Gen Physics,Y,4
342950,,,,,,,
343040,202110,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343040,202110,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
343040,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
343060,,,,,,,
343074,202110,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
343074,202210,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343074,202210,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
343123,,,,,,,
343164,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
343212,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
343212,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343212,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
343212,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
343214,,,,,,,
343261,,,,,,,
343361,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
343361,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
343367,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343367,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
343367,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
343367,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
343367,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
343405,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343405,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
343405,202130,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
343408,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343408,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
343511,,,,,,,
343519,202110,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
343519,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343519,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
343583,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343583,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
343608,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343608,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
343608,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
343608,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
343608,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
343673,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343673,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
343673,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
343682,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343682,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
343682,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
343700,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343700,202130,99ADPL,Advance Placement - CEEB,PHYS17200,Modern Mechanics,Y,4
343700,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
343700,202130,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
343847,,,,,,,
343885,,,,,,,
343887,,,,,,,
343986,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
343986,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
344014,202120,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
344014,202120,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
344014,202120,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
344024,,,,,,,
344032,,,,,,,
344107,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
344107,202130,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
344113,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
344113,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
344113,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
344113,202130,99ADPL,Advance Placement - CEEB,PHYS27200,E&M Interactions,Y,4
344153,,,,,,,
344189,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
344189,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
344210,,,,,,,
344326,,,,,,,
344351,,,,,,,
344458,,,,,,,
344494,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
344494,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
344494,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (E & M),Y,3
344494,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
344509,,,,,,,
344530,,,,,,,
344534,,,,,,,
344603,,,,,,,
344671,,,,,,,
344699,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
344699,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
344699,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
344793,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
344793,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics II,Y,4
344800,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
344800,202130,99ADPL,Advance Placement - CEEB,PHYS22000,Gen Physics,Y,4
344865,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
344977,,,,,,,
344989,,,,,,,
345019,,,,,,,
345020,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
345150,202210,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
345201,202120,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
345201,202120,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
345271,,,,,,,
345322,,,,,,,
345323,202130,99ADPL,Advance Placement - CEEB,MA15555,Quantitative Reasoning,Y,3
345323,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
345323,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
345323,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
345328,,,,,,,
345357,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
345357,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
345357,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
345383,,,,,,,
345413,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
345413,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
345510,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
345510,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
345513,,,,,,,
345556,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
345556,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
345556,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
345575,202210,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
345575,202210,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics C (Mechanics),Y,3
345602,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
345602,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
345602,202130,99ADPL,Advance Placement - CEEB,PHYS1XXXX,Physics I,Y,4
345602,202130,99ADPL,Advance Placement - CEEB,PHYS22100,Gen Physics,Y,4
345705,202130,99ADPL,Advance Placement - CEEB,MA16500,Anlytc Geomtry&Calc I,Y,4
345705,202130,99ADPL,Advance Placement - CEEB,MA16600,Analytc Geom & Calc II,Y,4
