PUID_SIX,ACADEMIC_PERIOD,ACADEMIC_PERIOD_DESC,COURSE_IDENTIFICATION,COURSE_REFERENCE_NUMBER,Prior_Term_GPA_Term,Prior_Term_GPA_Term_Desc,Prior_Term_GPA_Term_Level,GPA
295901,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.61428571
295928,202210,Fall 2021,PHYS17200,37254,,,,
295954,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.5
295996,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.91428571
296045,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.56
296100,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,2.97647059
296137,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.92941177
296224,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,3.04444444
296249,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.4
296274,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.33846154
296274,202210,Fall 2021,PHYS17200,37254,202110,Fall 2020,Undergraduate,3.33846154
296293,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
296316,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.56666667
296397,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,1.7
296417,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,2.71428571
296465,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.9
296565,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,4
296605,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,0
296642,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
296695,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.925
296725,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.65
296733,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,2.28666667
296764,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.63571429
296785,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
296827,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.74444444
296827,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.74444444
296844,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.74
296844,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,0.70588235
296855,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.2
296861,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.82
296916,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,4
296931,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,3.45
296994,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.15
297016,202120,Spring 2021,PHYS17200,28590,,,,
297041,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.25333333
297082,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.49375
297096,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,0.73636364
297120,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,2.1
297185,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.20588235
297346,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.11333333
297373,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.45
297407,202120,Spring 2021,PHYS22000,11270,,,,
297418,202120,Spring 2021,PHYS17200,28590,202110,Fall 2020,Undergraduate,1.89285714
297423,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.64615385
297453,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,4
297472,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,3.50666667
297545,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.56153846
297629,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.47222222
297655,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,4
297689,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.41428571
297733,202120,Spring 2021,PHYS17200,26668,,,Undergraduate,3.55454546
297843,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,3.89285714
297899,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,2.33333333
297899,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.65
298047,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.88
298051,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.93571429
298076,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.08333333
298100,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,3.27142857
298134,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.79411765
298153,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.64285714
298155,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
298183,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.69230769
298323,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.675
298369,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,3.52777778
298384,202120,Spring 2021,PHYS17200,26669,202110,Fall 2020,Undergraduate,4
298391,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,1.48
298435,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,3.57647059
298469,202120,Spring 2021,PHYS17200,28591,202110,Fall 2020,Undergraduate,4
298545,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,3.28571429
298731,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.56470588
298732,202210,Fall 2021,PHYS17200,21307,202120,Spring 2021,Undergraduate,1.82857143
299490,202120,Spring 2021,PHYS17200,28589,202110,Fall 2020,Undergraduate,2.86666667
299510,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,3.39444444
299732,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.00714286
299732,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.56666667
299879,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.52777778
300266,202210,Fall 2021,PHYS17200,37254,202120,Spring 2021,Undergraduate,2.425
300458,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.66666667
300967,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,4
301082,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
301280,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,3
301743,202210,Fall 2021,PHYS17200,26931,,,,
301923,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,3.225
301946,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.58333333
302083,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.95714286
302084,202210,Fall 2021,PHYS17200,37253,,,,
302917,202210,Fall 2021,PHYS17200,26930,,,,
303058,202210,Fall 2021,PHYS22000,10333,,,,
303110,202210,Fall 2021,PHYS17200,37253,,,,
303147,202210,Fall 2021,PHYS17200,21307,,,,
303803,202120,Spring 2021,PHYS22000,25707,,,,
303832,202210,Fall 2021,PHYS17200,26930,,,,
304462,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.10666667
304578,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,1.52222222
304893,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,4
305378,202210,Fall 2021,PHYS17200,26931,,,,
305470,202120,Spring 2021,PHYS17200,26668,202110,Fall 2020,Undergraduate,4
306376,202120,Spring 2021,PHYS17200,28587,202110,Fall 2020,Undergraduate,3.85
306440,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,4
306685,202120,Spring 2021,PHYS22000,25707,202110,Fall 2020,Undergraduate,3.06
306985,202120,Spring 2021,PHYS17200,28586,202110,Fall 2020,Undergraduate,2.15
307406,202210,Fall 2021,PHYS17200,26931,202110,Fall 2020,Undergraduate,2.3
307422,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,4
307499,202210,Fall 2021,PHYS17200,26931,,,,
308131,202210,Fall 2021,PHYS17200,37254,,,,
308237,202210,Fall 2021,PHYS17200,26930,,,,
308351,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.76923077
308396,202210,Fall 2021,PHYS22000,27016,,,,
308529,202120,Spring 2021,PHYS22000,26670,,,,
308942,202120,Spring 2021,PHYS22000,11270,202110,Fall 2020,Undergraduate,3.33333333
309000,202120,Spring 2021,PHYS22000,25708,202110,Fall 2020,Undergraduate,3.25
309000,202210,Fall 2021,PHYS22000,10333,202120,Spring 2021,Undergraduate,3.37692308
309293,202120,Spring 2021,PHYS22000,26670,202110,Fall 2020,Undergraduate,3.66
311673,202210,Fall 2021,PHYS17200,26979,,,,
311801,202120,Spring 2021,PHYS17200,28588,202110,Fall 2020,Undergraduate,3.95384615
312599,202210,Fall 2021,PHYS17200,26930,202120,Spring 2021,Undergraduate,4
314077,202210,Fall 2021,PHYS17200,37254,202110,Fall 2020,Undergraduate,4
314246,202210,Fall 2021,PHYS17200,37253,202110,Fall 2020,Undergraduate,4
314456,202210,Fall 2021,PHYS17200,37254,202110,Fall 2020,Undergraduate,3
314491,202210,Fall 2021,PHYS22000,10333,202110,Fall 2020,Undergraduate,4
314638,202210,Fall 2021,PHYS22000,23960,202120,Spring 2021,Undergraduate,4
315058,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,3
315073,202210,Fall 2021,PHYS17200,37253,202110,Fall 2020,Undergraduate,3
315211,202210,Fall 2021,PHYS17200,26930,202110,Fall 2020,Undergraduate,4
315232,202210,Fall 2021,PHYS17200,21307,202110,Fall 2020,Undergraduate,2.3
315540,202210,Fall 2021,PHYS17200,26931,202120,Spring 2021,Undergraduate,2.9375
316625,202210,Fall 2021,PHYS17200,26930,202110,Fall 2020,Undergraduate,4
316801,202120,Spring 2021,PHYS22000,32657,,,Undergraduate,2.54285714
316842,202210,Fall 2021,PHYS17200,26930,,,,
316921,202120,Spring 2021,PHYS17200,28586,,,Undergraduate,3.91176471
316937,202210,Fall 2021,PHYS22000,27017,,,,
317046,202210,Fall 2021,PHYS22000,27017,,,,
317065,202210,Fall 2021,PHYS17200,37253,,,,
317120,202210,Fall 2021,PHYS17200,26979,,,,
317206,202210,Fall 2021,PHYS22000,27016,,,,
317207,202210,Fall 2021,PHYS22000,27016,,,,
317226,202210,Fall 2021,PHYS17200,26930,,,,
317242,202120,Spring 2021,PHYS22000,26670,,,Undergraduate,3.79
317280,202210,Fall 2021,PHYS17200,26930,,,,
317311,202120,Spring 2021,PHYS22000,25708,,,Undergraduate,3.24666667
317337,202210,Fall 2021,PHYS22000,10333,,,,
317421,202210,Fall 2021,PHYS17200,37254,,,,
317582,202210,Fall 2021,PHYS17200,37254,,,,
317596,202210,Fall 2021,PHYS17200,26930,,,,
317648,202210,Fall 2021,PHYS17200,37254,,,,
317751,202210,Fall 2021,PHYS17200,37253,,,,
317768,202210,Fall 2021,PHYS17200,37254,,,,
317805,202210,Fall 2021,PHYS22000,27017,,,,
317967,202210,Fall 2021,PHYS17200,26979,,,,
317992,202120,Spring 2021,PHYS22000,25707,,,Undergraduate,3.44615385
318091,202210,Fall 2021,PHYS17200,37253,,,,
318123,202210,Fall 2021,PHYS17200,37253,,,,
319300,202210,Fall 2021,PHYS17200,37253,,,,
319316,202210,Fall 2021,PHYS17200,26931,,,,
319322,202210,Fall 2021,PHYS17200,26930,,,,
319434,202210,Fall 2021,PHYS17200,26930,,,,
319736,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,4
319818,202210,Fall 2021,PHYS22000,27017,,,,
319878,202210,Fall 2021,PHYS17200,26931,,,,
319978,202210,Fall 2021,PHYS22000,27017,,,,
320009,202210,Fall 2021,PHYS17200,26931,,,,
320167,202210,Fall 2021,PHYS17200,26930,,,,
320305,202210,Fall 2021,PHYS17200,26931,,,,
320392,202210,Fall 2021,PHYS17200,37254,,,,
320458,202210,Fall 2021,PHYS17200,37254,,,,
320521,202210,Fall 2021,PHYS22000,27017,,,,
320571,202210,Fall 2021,PHYS17200,37254,,,,
320700,202210,Fall 2021,PHYS17200,26931,,,,
320730,202210,Fall 2021,PHYS17200,26930,,,,
320773,202210,Fall 2021,PHYS17200,37254,,,,
320799,202210,Fall 2021,PHYS17200,37253,,,,
320833,202210,Fall 2021,PHYS17200,37253,,,,
320969,202210,Fall 2021,PHYS22000,27017,,,,
321164,202210,Fall 2021,PHYS17200,37254,,,,
321192,202210,Fall 2021,PHYS17200,26931,,,,
321194,202210,Fall 2021,PHYS22000,10333,,,,
321216,202210,Fall 2021,PHYS22000,27016,202120,Spring 2021,Undergraduate,2.9
321216,202210,Fall 2021,PHYS22000,27017,202120,Spring 2021,Undergraduate,2.9
321253,202210,Fall 2021,PHYS17200,37253,202120,Spring 2021,Undergraduate,4
321254,202210,Fall 2021,PHYS17200,37254,,,,
321431,202210,Fall 2021,PHYS17200,26930,,,,
321508,202210,Fall 2021,PHYS17200,26931,,,,
321545,202210,Fall 2021,PHYS17200,37253,,,,
321556,202210,Fall 2021,PHYS17200,26930,,,,
321726,202210,Fall 2021,PHYS17200,26931,,,,
321747,202210,Fall 2021,PHYS17200,37254,,,,
321800,202210,Fall 2021,PHYS17200,26979,,,,
321876,202210,Fall 2021,PHYS17200,37254,,,,
322016,202210,Fall 2021,PHYS22000,10333,,,,
322150,202210,Fall 2021,PHYS17200,26930,,,,
322174,202210,Fall 2021,PHYS17200,26930,,,,
322243,202210,Fall 2021,PHYS17200,37254,,,,
322272,202210,Fall 2021,PHYS17200,26931,,,,
322275,202210,Fall 2021,PHYS17200,26931,,,,
322437,202210,Fall 2021,PHYS17200,26931,,,,
322468,202210,Fall 2021,PHYS17200,37254,,,,
322527,202210,Fall 2021,PHYS17200,26931,,,,
322643,202210,Fall 2021,PHYS17200,26930,,,,
322670,202210,Fall 2021,PHYS17200,26930,,,,
322751,202210,Fall 2021,PHYS22000,10333,,,,
322878,202210,Fall 2021,PHYS17200,26979,,,,
322880,202210,Fall 2021,PHYS17200,37253,,,,
322893,202210,Fall 2021,PHYS17200,21307,,,,
322904,202210,Fall 2021,PHYS17200,37254,,,,
322946,202210,Fall 2021,PHYS17200,37253,,,,
322961,202210,Fall 2021,PHYS17200,37254,,,,
323090,202210,Fall 2021,PHYS17200,37253,,,,
323191,202210,Fall 2021,PHYS17200,26930,,,,
323222,202210,Fall 2021,PHYS17200,26931,,,,
323357,202120,Spring 2021,PHYS22000,11270,,,Undergraduate,3.73571429
323436,202210,Fall 2021,PHYS17200,26930,,,,
323453,202210,Fall 2021,PHYS17200,26931,,,,
323551,202210,Fall 2021,PHYS17200,26931,,,,
323736,202210,Fall 2021,PHYS17200,26931,,,,
323769,202210,Fall 2021,PHYS17200,26930,,,,
323803,202210,Fall 2021,PHYS17200,37254,,,,
323819,202210,Fall 2021,PHYS17200,37253,,,,
323966,202210,Fall 2021,PHYS17200,37254,,,,
323970,202210,Fall 2021,PHYS17200,26931,,,,
323971,202210,Fall 2021,PHYS17200,26930,,,,
323986,202210,Fall 2021,PHYS17200,26979,,,,
324124,202210,Fall 2021,PHYS17200,37253,,,,
324211,202210,Fall 2021,PHYS17200,26931,,,,
324382,202210,Fall 2021,PHYS17200,37253,,,,
324390,202210,Fall 2021,PHYS17200,26979,,,,
324423,202210,Fall 2021,PHYS17200,37254,,,,
324558,202210,Fall 2021,PHYS17200,26930,,,,
324657,202210,Fall 2021,PHYS17200,26930,,,,
324691,202210,Fall 2021,PHYS17200,26930,,,,
324705,202210,Fall 2021,PHYS17200,26930,,,,
324872,202210,Fall 2021,PHYS22000,27016,,,,
324952,202210,Fall 2021,PHYS17200,37254,,,,
325017,202210,Fall 2021,PHYS17200,26979,,,,
325047,202210,Fall 2021,PHYS17200,37253,,,,
325104,202210,Fall 2021,PHYS17200,37253,,,,
325183,202210,Fall 2021,PHYS17200,26931,,,,
325411,202210,Fall 2021,PHYS17200,26930,,,,
325475,202210,Fall 2021,PHYS17200,26931,,,,
325492,202210,Fall 2021,PHYS17200,37253,,,,
325494,202210,Fall 2021,PHYS17200,26979,,,,
325558,202210,Fall 2021,PHYS17200,26931,,,,
325606,202120,Spring 2021,PHYS22000,11270,,,Undergraduate,3.46470588
325653,202210,Fall 2021,PHYS17200,26930,,,,
325668,202210,Fall 2021,PHYS17200,26931,,,,
325683,202210,Fall 2021,PHYS17200,26979,,,,
325813,202210,Fall 2021,PHYS17200,26930,,,,
325827,202210,Fall 2021,PHYS17200,37253,,,,
325869,202210,Fall 2021,PHYS17200,37254,,,,
325920,202210,Fall 2021,PHYS17200,26930,,,,
325964,202210,Fall 2021,PHYS17200,37254,,,,
325980,202210,Fall 2021,PHYS22000,10333,,,,
325990,202210,Fall 2021,PHYS17200,37253,,,,
326044,202210,Fall 2021,PHYS17200,26930,,,,
326079,202210,Fall 2021,PHYS17200,26930,,,,
326169,202210,Fall 2021,PHYS17200,26930,,,,
326174,202210,Fall 2021,PHYS17200,26930,,,,
326205,202210,Fall 2021,PHYS22000,27016,,,,
326205,202210,Fall 2021,PHYS22000,27017,,,,
326238,202210,Fall 2021,PHYS17200,26979,,,,
326280,202210,Fall 2021,PHYS17200,26931,,,,
326280,202210,Fall 2021,PHYS17200,37254,,,,
326350,202210,Fall 2021,PHYS17200,26930,,,,
326354,202210,Fall 2021,PHYS17200,37254,,,,
326369,202210,Fall 2021,PHYS17200,37253,,,,
326420,202210,Fall 2021,PHYS17200,26931,,,,
326431,202210,Fall 2021,PHYS17200,26930,,,,
326558,202210,Fall 2021,PHYS17200,37253,,,,
326559,202210,Fall 2021,PHYS17200,37254,,,,
326620,202210,Fall 2021,PHYS17200,21307,,,,
326654,202210,Fall 2021,PHYS17200,26931,,,,
326706,202210,Fall 2021,PHYS17200,37254,,,,
326813,202210,Fall 2021,PHYS17200,37253,,,,
326867,202210,Fall 2021,PHYS17200,37253,,,,
326960,202210,Fall 2021,PHYS17200,37253,,,,
326968,202210,Fall 2021,PHYS17200,37254,,,,
326977,202210,Fall 2021,PHYS22000,27017,,,,
327054,202210,Fall 2021,PHYS17200,37253,,,,
327090,202210,Fall 2021,PHYS17200,26930,,,,
327123,202210,Fall 2021,PHYS17200,26931,,,,
327176,202210,Fall 2021,PHYS22000,10333,,,,
327203,202210,Fall 2021,PHYS17200,37253,,,,
327249,202210,Fall 2021,PHYS22000,27017,,,,
327306,202210,Fall 2021,PHYS17200,26931,,,,
327340,202210,Fall 2021,PHYS22000,27016,,,,
327359,202210,Fall 2021,PHYS22000,10333,,,,
327433,202210,Fall 2021,PHYS17200,37254,,,,
327643,202210,Fall 2021,PHYS17200,26979,,,,
327675,202210,Fall 2021,PHYS17200,37254,,,,
327676,202210,Fall 2021,PHYS17200,26931,,,,
327892,202210,Fall 2021,PHYS17200,26930,,,,
327951,202210,Fall 2021,PHYS17200,37254,,,,
328342,202210,Fall 2021,PHYS17200,26931,,,,
328363,202210,Fall 2021,PHYS17200,37254,,,,
328561,202210,Fall 2021,PHYS17200,26931,,,,
328595,202210,Fall 2021,PHYS17200,26979,,,,
328612,202210,Fall 2021,PHYS17200,26930,,,,
328675,202210,Fall 2021,PHYS22000,27016,,,,
328930,202210,Fall 2021,PHYS17200,26979,,,,
328967,202210,Fall 2021,PHYS17200,26931,,,,
329019,202210,Fall 2021,PHYS17200,21307,,,,
329069,202210,Fall 2021,PHYS17200,26930,,,,
329104,202210,Fall 2021,PHYS17200,37253,,,,
329175,202210,Fall 2021,PHYS17200,26930,,,,
329275,202210,Fall 2021,PHYS17200,37254,,,,
329444,202210,Fall 2021,PHYS17200,26930,,,,
329482,202210,Fall 2021,PHYS17200,37253,,,,
329517,202210,Fall 2021,PHYS17200,26930,,,,
329535,202210,Fall 2021,PHYS22000,27016,,,,
329555,202210,Fall 2021,PHYS17200,26931,,,,
329603,202210,Fall 2021,PHYS17200,26930,,,,
329768,202210,Fall 2021,PHYS17200,37254,,,,
329887,202210,Fall 2021,PHYS17200,37254,,,,
329929,202210,Fall 2021,PHYS17200,37254,,,,
330005,202210,Fall 2021,PHYS17200,37253,,,,
330020,202210,Fall 2021,PHYS17200,26930,,,,
330058,202210,Fall 2021,PHYS22000,10333,,,,
330059,202210,Fall 2021,PHYS17200,26930,,,,
330112,202210,Fall 2021,PHYS17200,37254,,,,
330178,202210,Fall 2021,PHYS17200,26930,,,,
330252,202210,Fall 2021,PHYS17200,26931,,,,
330354,202210,Fall 2021,PHYS17200,37254,,,,
330355,202210,Fall 2021,PHYS17200,21307,,,,
330382,202210,Fall 2021,PHYS17200,26930,,,,
330403,202210,Fall 2021,PHYS17200,26930,,,,
330431,202210,Fall 2021,PHYS17200,26979,,,,
330600,202210,Fall 2021,PHYS17200,26930,,,,
330615,202210,Fall 2021,PHYS17200,26979,,,,
330745,202210,Fall 2021,PHYS17200,37254,,,,
330765,202210,Fall 2021,PHYS17200,37253,,,,
330791,202210,Fall 2021,PHYS17200,26931,,,,
330895,202210,Fall 2021,PHYS17200,37254,,,,
330940,202210,Fall 2021,PHYS17200,37254,,,,
330948,202210,Fall 2021,PHYS17200,37253,,,,
331025,202210,Fall 2021,PHYS17200,37253,,,,
331066,202210,Fall 2021,PHYS17200,26931,,,,
331119,202210,Fall 2021,PHYS17200,26931,,,,
331169,202210,Fall 2021,PHYS17200,37254,,,,
331222,202210,Fall 2021,PHYS17200,26930,,,,
331273,202210,Fall 2021,PHYS17200,37253,,,,
331310,202210,Fall 2021,PHYS17200,37253,,,,
331325,202210,Fall 2021,PHYS17200,37253,,,,
331374,202210,Fall 2021,PHYS17200,26931,,,,
331407,202210,Fall 2021,PHYS17200,37253,,,,
331514,202210,Fall 2021,PHYS17200,37253,,,,
331523,202210,Fall 2021,PHYS17200,37253,,,,
